"","Year","Month","Site","Length","LengthType","Sex","Special","MPA","FisheryDependent"
"36",2010,"August","PL",42,"cm","Unknown","Gear is HnL",1,1
"37",2010,"August","PL",33,"cm","Unknown","Gear is HnL",1,1
"38",2009,"August","PL",70,"cm","Unknown","Gear is HnL",1,1
"39",2012,"August","PL",46,"cm","Unknown","Gear is HnL",0,1
"40",2012,"August","PL",59,"cm","Unknown","Gear is HnL",0,1
"41",2012,"August","PL",70,"cm","Unknown","Gear is HnL",0,1
"42",2012,"August","PL",49,"cm","Unknown","Gear is HnL",0,1
"43",2008,"September","PL",71,"cm","Unknown","Gear is HnL",1,1
"44",2008,"September","PL",55,"cm","Unknown","Gear is HnL",1,1
"45",2008,"September","PL",57,"cm","Unknown","Gear is HnL",1,1
"46",2009,"July","PL",44,"cm","Unknown","Gear is HnL",0,1
"47",2009,"July","PL",52,"cm","Unknown","Gear is HnL",0,1
"48",2010,"August","PL",60,"cm","Unknown","Gear is HnL",0,1
"49",2010,"September","PL",53,"cm","Unknown","Gear is HnL",0,1
"50",2010,"September","PL",45,"cm","Unknown","Gear is HnL",0,1
"51",2010,"September","PL",55,"cm","Unknown","Gear is HnL",0,1
"52",2008,"August","PL",52,"cm","Unknown","Gear is HnL",0,1
"53",2008,"August","PL",47,"cm","Unknown","Gear is HnL",1,1
"54",2008,"August","PL",79,"cm","Unknown","Gear is HnL",1,1
"55",2008,"August","PL",58,"cm","Unknown","Gear is HnL",1,1
"56",2010,"September","PL",49,"cm","Unknown","Gear is HnL",0,1
"57",2008,"August","PL",65,"cm","Unknown","Gear is HnL",1,1
"58",2008,"August","PL",66,"cm","Unknown","Gear is HnL",1,1
"59",2008,"August","PL",47,"cm","Unknown","Gear is HnL",1,1
"60",2010,"August","PL",39,"cm","Unknown","Gear is HnL",0,1
"61",2009,"July","PL",60,"cm","Unknown","Gear is HnL",1,1
"62",2007,"October","PL",52,"cm","Unknown","Gear is HnL",0,1
"63",2007,"August","PL",58,"cm","Unknown","Gear is HnL",0,1
"64",2007,"August","PL",53,"cm","Unknown","Gear is HnL",0,1
"65",2009,"July","PL",57,"cm","Unknown","Gear is HnL",1,1
"66",2009,"July","PL",58,"cm","Unknown","Gear is HnL",1,1
"67",2012,"August","PL",41,"cm","Unknown","Gear is HnL",0,1
"68",2012,"August","PL",66,"cm","Unknown","Gear is HnL",0,1
"69",2012,"August","PL",72,"cm","Unknown","Gear is HnL",0,1
"70",2012,"August","PL",56,"cm","Unknown","Gear is HnL",0,1
"71",2012,"August","PL",53,"cm","Unknown","Gear is HnL",0,1
"72",2008,"July","PL",72,"cm","Unknown","Gear is HnL",1,1
"73",2011,"August","PL",59,"cm","Unknown","Gear is HnL",0,1
"74",2013,"September","PL",53,"cm","Unknown","Gear is HnL",0,1
"75",2013,"September","PL",51,"cm","Unknown","Gear is HnL",0,1
"76",2013,"September","PL",52,"cm","Unknown","Gear is HnL",0,1
"77",2013,"September","PL",93,"cm","Unknown","Gear is HnL",0,1
"78",2013,"September","PL",47,"cm","Unknown","Gear is HnL",0,1
"79",2013,"September","PL",57,"cm","Unknown","Gear is HnL",0,1
"80",2013,"September","PL",57,"cm","Unknown","Gear is HnL",0,1
"81",2013,"September","PL",42,"cm","Unknown","Gear is HnL",0,1
"82",2013,"September","PL",66,"cm","Unknown","Gear is HnL",0,1
"83",2013,"September","PL",58,"cm","Unknown","Gear is HnL",0,1
"84",2013,"September","PL",58,"cm","Unknown","Gear is HnL",0,1
"85",2013,"September","PL",63,"cm","Unknown","Gear is HnL",0,1
"86",2013,"September","PL",51,"cm","Unknown","Gear is HnL",0,1
"87",2010,"September","PL",44,"cm","Unknown","Gear is HnL",1,1
"88",2008,"August","PL",57,"cm","Unknown","Gear is HnL",0,1
"89",2012,"September","PL",62,"cm","Unknown","Gear is HnL",0,1
"90",2010,"August","PL",49,"cm","Unknown","Gear is HnL",1,1
"91",2010,"September","PL",59,"cm","Unknown","Gear is HnL",1,1
"92",2013,"September","PL",70,"cm","Unknown","Gear is HnL",0,1
"93",2013,"September","PL",56,"cm","Unknown","Gear is HnL",0,1
"94",2013,"September","PL",52,"cm","Unknown","Gear is HnL",0,1
"95",2013,"September","PL",51,"cm","Unknown","Gear is HnL",0,1
"96",2011,"August","PL",63,"cm","Unknown","Gear is HnL",1,1
"97",2011,"August","PL",48,"cm","Unknown","Gear is HnL",1,1
"98",2011,"August","PL",51,"cm","Unknown","Gear is HnL",1,1
"99",2011,"August","PL",47,"cm","Unknown","Gear is HnL",0,1
"100",2011,"August","PL",39,"cm","Unknown","Gear is HnL",0,1
"101",2010,"September","PL",44,"cm","Unknown","Gear is HnL",1,1
"102",2013,"August","PL",38,"cm","Unknown","Gear is HnL",0,1
"103",2013,"August","PL",50,"cm","Unknown","Gear is HnL",0,1
"104",2013,"August","PL",54,"cm","Unknown","Gear is HnL",0,1
"105",2013,"August","PL",49,"cm","Unknown","Gear is HnL",0,1
"106",2011,"August","PL",49,"cm","Unknown","Gear is HnL",1,1
"107",2007,"August","PL",61,"cm","Unknown","Gear is HnL",1,1
"108",2007,"August","PL",59,"cm","Unknown","Gear is HnL",0,1
"109",2007,"September","PL",56,"cm","Unknown","Gear is HnL",1,1
"110",2007,"September","PL",68,"cm","Unknown","Gear is HnL",1,1
"111",2007,"September","PL",81,"cm","Unknown","Gear is HnL",1,1
"112",2007,"August","PL",69,"cm","Unknown","Gear is HnL",1,1
"113",2007,"August","PL",60,"cm","Unknown","Gear is HnL",1,1
"114",2007,"August","PL",74,"cm","Unknown","Gear is HnL",1,1
"115",2007,"August","PL",75,"cm","Unknown","Gear is HnL",1,1
"116",2007,"August","PL",71,"cm","Unknown","Gear is HnL",1,1
"117",2007,"August","PL",60,"cm","Unknown","Gear is HnL",1,1
"118",2007,"August","PL",56,"cm","Unknown","Gear is HnL",1,1
"119",2007,"August","PL",84,"cm","Unknown","Gear is HnL",1,1
"120",2007,"August","PL",86,"cm","Unknown","Gear is HnL",1,1
"121",2007,"September","PL",73,"cm","Unknown","Gear is HnL",0,1
"122",2010,"August","PL",53,"cm","Unknown","Gear is HnL",1,1
"123",2011,"September","PL",49,"cm","Unknown","Gear is HnL",0,1
"124",2012,"August","PL",56,"cm","Unknown","Gear is HnL",1,1
"125",2012,"August","PL",41,"cm","Unknown","Gear is HnL",1,1
"126",2012,"August","PL",61,"cm","Unknown","Gear is HnL",1,1
"127",2012,"August","PL",80,"cm","Unknown","Gear is HnL",1,1
"128",2010,"August","PL",32,"cm","Unknown","Gear is HnL",0,1
"129",2010,"August","PL",56,"cm","Unknown","Gear is HnL",0,1
"130",2010,"August","PL",65,"cm","Unknown","Gear is HnL",0,1
"131",2013,"September","PL",35,"cm","Unknown","Gear is HnL",1,1
"132",2013,"September","PL",49,"cm","Unknown","Gear is HnL",1,1
"133",2012,"August","PL",54,"cm","Unknown","Gear is HnL",1,1
"134",2012,"August","PL",65,"cm","Unknown","Gear is HnL",1,1
"135",2012,"August","PL",46,"cm","Unknown","Gear is HnL",1,1
"136",2012,"August","PL",80,"cm","Unknown","Gear is HnL",1,1
"137",2012,"August","PL",44,"cm","Unknown","Gear is HnL",1,1
"138",2012,"August","PL",56,"cm","Unknown","Gear is HnL",1,1
"139",2012,"August","PL",45,"cm","Unknown","Gear is HnL",1,1
"140",2011,"September","PL",56,"cm","Unknown","Gear is HnL",0,1
"141",2013,"August","PL",49,"cm","Unknown","Gear is HnL",1,1
"142",2013,"August","PL",50,"cm","Unknown","Gear is HnL",1,1
"143",2013,"August","PL",59,"cm","Unknown","Gear is HnL",1,1
"144",2013,"August","PL",84,"cm","Unknown","Gear is HnL",1,1
"145",2013,"August","PL",66,"cm","Unknown","Gear is HnL",1,1
"146",2013,"August","PL",51,"cm","Unknown","Gear is HnL",1,1
"147",2013,"August","PL",53,"cm","Unknown","Gear is HnL",1,1
"148",2013,"August","PL",53,"cm","Unknown","Gear is HnL",1,1
"149",2013,"August","PL",50,"cm","Unknown","Gear is HnL",1,1
"150",2013,"September","PL",67,"cm","Unknown","Gear is HnL",1,1
"151",2008,"September","PL",67,"cm","Unknown","Gear is HnL",0,1
"152",2013,"August","PL",41,"cm","Unknown","Gear is HnL",1,1
"153",2013,"August","PL",50,"cm","Unknown","Gear is HnL",1,1
"154",2013,"August","PL",49,"cm","Unknown","Gear is HnL",1,1
"155",2013,"August","PL",47,"cm","Unknown","Gear is HnL",1,1
"156",2013,"August","PL",54,"cm","Unknown","Gear is HnL",1,1
"157",2013,"August","PL",68,"cm","Unknown","Gear is HnL",1,1
"158",2013,"August","PL",54,"cm","Unknown","Gear is HnL",1,1
"159",2013,"August","PL",71,"cm","Unknown","Gear is HnL",1,1
"160",2008,"July","PL",74,"cm","Unknown","Gear is HnL",1,1
"161",2008,"July","PL",61,"cm","Unknown","Gear is HnL",1,1
"162",2008,"July","PL",65,"cm","Unknown","Gear is HnL",1,1
"163",2008,"July","PL",61,"cm","Unknown","Gear is HnL",1,1
"164",2008,"July","PL",56,"cm","Unknown","Gear is HnL",1,1
"165",2008,"July","PL",51,"cm","Unknown","Gear is HnL",1,1
"166",2007,"October","PL",57,"cm","Unknown","Gear is HnL",1,1
"167",2007,"October","PL",56,"cm","Unknown","Gear is HnL",1,1
"168",2007,"October","PL",62,"cm","Unknown","Gear is HnL",1,1
"169",2007,"September","PL",42,"cm","Unknown","Gear is HnL",0,1
"170",2007,"September","PL",52,"cm","Unknown","Gear is HnL",0,1
"171",2007,"October","PL",57,"cm","Unknown","Gear is HnL",1,1
"172",2007,"October","PL",52,"cm","Unknown","Gear is HnL",1,1
"173",2008,"September","PL",60,"cm","Unknown","Gear is HnL",1,1
"174",2008,"September","PL",71,"cm","Unknown","Gear is HnL",1,1
"175",2008,"September","PL",59,"cm","Unknown","Gear is HnL",1,1
"176",2008,"September","PL",64,"cm","Unknown","Gear is HnL",1,1
"177",2007,"September","PL",64,"cm","Unknown","Gear is HnL",1,1
"178",2007,"September","PL",59,"cm","Unknown","Gear is HnL",1,1
"179",2011,"September","PL",43,"cm","Unknown","Gear is HnL",0,1
"180",2011,"September","PL",54,"cm","Unknown","Gear is HnL",0,1
"181",2013,"September","PL",58,"cm","Unknown","Gear is HnL",1,1
"182",2013,"September","PL",55,"cm","Unknown","Gear is HnL",1,1
"183",2013,"September","PL",68,"cm","Unknown","Gear is HnL",1,1
"184",2013,"September","PL",60,"cm","Unknown","Gear is HnL",1,1
"185",2013,"September","PL",59,"cm","Unknown","Gear is HnL",1,1
"186",2013,"September","PL",55,"cm","Unknown","Gear is HnL",1,1
"187",2013,"September","PL",60,"cm","Unknown","Gear is HnL",1,1
"188",2013,"September","PL",56,"cm","Unknown","Gear is HnL",1,1
"189",2013,"September","PL",57,"cm","Unknown","Gear is HnL",1,1
"190",2013,"September","PL",87,"cm","Unknown","Gear is HnL",1,1
"191",2013,"September","PL",50,"cm","Unknown","Gear is HnL",1,1
"192",2013,"September","PL",63,"cm","Unknown","Gear is HnL",1,1
"193",2007,"October","PL",66,"cm","Unknown","Gear is HnL",1,1
"194",2012,"August","PL",74,"cm","Unknown","Gear is HnL",1,1
"195",2012,"August","PL",56,"cm","Unknown","Gear is HnL",1,1
"196",2012,"August","PL",46,"cm","Unknown","Gear is HnL",1,1
"197",2012,"August","PL",60,"cm","Unknown","Gear is HnL",1,1
"198",2012,"August","PL",77,"cm","Unknown","Gear is HnL",1,1
"199",2012,"August","PL",63,"cm","Unknown","Gear is HnL",1,1
"200",2008,"September","PL",48,"cm","Unknown","Gear is HnL",0,1
"201",2010,"August","PL",50,"cm","Unknown","Gear is HnL",1,1
"202",2010,"August","PL",60,"cm","Unknown","Gear is HnL",1,1
"203",2007,"October","PL",60,"cm","Unknown","Gear is HnL",1,1
"204",2007,"October","PL",51,"cm","Unknown","Gear is HnL",1,1
"205",2010,"August","PL",42,"cm","Unknown","Gear is HnL",1,1
"206",2010,"August","PL",59,"cm","Unknown","Gear is HnL",1,1
"207",2010,"August","PL",41,"cm","Unknown","Gear is HnL",1,1
"208",2010,"August","PL",75,"cm","Unknown","Gear is HnL",1,1
"209",2007,"September","PL",69,"cm","Unknown","Gear is HnL",0,1
"210",2007,"October","PL",55,"cm","Unknown","Gear is HnL",1,1
"211",2010,"August","PL",41,"cm","Unknown","Gear is HnL",1,1
"212",2007,"October","PL",57,"cm","Unknown","Gear is HnL",1,1
"213",2007,"October","PL",58,"cm","Unknown","Gear is HnL",1,1
"214",2007,"October","PL",81,"cm","Unknown","Gear is HnL",1,1
"215",2007,"October","PL",72,"cm","Unknown","Gear is HnL",1,1
"216",2011,"September","PL",64,"cm","Unknown","Gear is HnL",0,1
"217",2011,"September","PL",54,"cm","Unknown","Gear is HnL",0,1
"218",2011,"September","PL",56,"cm","Unknown","Gear is HnL",0,1
"219",2010,"September","PL",40,"cm","Unknown","Gear is HnL",0,1
"220",2010,"September","PL",52,"cm","Unknown","Gear is HnL",0,1
"221",2007,"September","PL",68,"cm","Unknown","Gear is HnL",0,1
"222",2007,"September","PL",54,"cm","Unknown","Gear is HnL",0,1
"223",2013,"August","PL",53,"cm","Unknown","Gear is HnL",1,1
"224",2013,"August","PL",63,"cm","Unknown","Gear is HnL",1,1
"225",2013,"August","PL",73,"cm","Unknown","Gear is HnL",1,1
"226",2013,"August","PL",52,"cm","Unknown","Gear is HnL",1,1
"227",2013,"August","PL",58,"cm","Unknown","Gear is HnL",1,1
"228",2013,"September","PL",47,"cm","Unknown","Gear is HnL",1,1
"229",2013,"September","PL",73,"cm","Unknown","Gear is HnL",1,1
"230",2013,"September","PL",70,"cm","Unknown","Gear is HnL",1,1
"231",2013,"September","PL",63,"cm","Unknown","Gear is HnL",1,1
"232",2013,"September","PL",55,"cm","Unknown","Gear is HnL",1,1
"233",2013,"September","PL",57,"cm","Unknown","Gear is HnL",1,1
"234",2013,"September","PL",75,"cm","Unknown","Gear is HnL",1,1
"235",2013,"September","PL",75,"cm","Unknown","Gear is HnL",1,1
"236",2013,"September","PL",54,"cm","Unknown","Gear is HnL",1,1
"237",2013,"September","PL",58,"cm","Unknown","Gear is HnL",1,1
"238",2013,"September","PL",46,"cm","Unknown","Gear is HnL",1,1
"239",2013,"September","PL",65,"cm","Unknown","Gear is HnL",1,1
"240",2013,"September","PL",51,"cm","Unknown","Gear is HnL",1,1
"241",2013,"September","PL",68,"cm","Unknown","Gear is HnL",1,1
"242",2013,"September","PL",75,"cm","Unknown","Gear is HnL",1,1
"243",2013,"September","PL",52,"cm","Unknown","Gear is HnL",1,1
"244",2013,"September","PL",67,"cm","Unknown","Gear is HnL",1,1
"245",2013,"September","PL",49,"cm","Unknown","Gear is HnL",1,1
"246",2013,"September","PL",63,"cm","Unknown","Gear is HnL",1,1
"247",2013,"August","PL",57,"cm","Unknown","Gear is HnL",1,1
"248",2007,"September","PL",51,"cm","Unknown","Gear is HnL",1,1
"249",2007,"September","PL",54,"cm","Unknown","Gear is HnL",1,1
"250",2011,"September","PL",45,"cm","Unknown","Gear is HnL",0,1
"251",2012,"August","PL",70,"cm","Unknown","Gear is HnL",0,1
"252",2012,"August","PL",68,"cm","Unknown","Gear is HnL",0,1
"253",2012,"August","PL",43,"cm","Unknown","Gear is HnL",0,1
"254",2012,"August","PL",54,"cm","Unknown","Gear is HnL",1,1
"255",2012,"August","PL",54,"cm","Unknown","Gear is HnL",1,1
"256",2012,"August","PL",61,"cm","Unknown","Gear is HnL",1,1
"257",2012,"August","PL",84,"cm","Unknown","Gear is HnL",1,1
"258",2012,"August","PL",53,"cm","Unknown","Gear is HnL",1,1
"259",2012,"August","PL",58,"cm","Unknown","Gear is HnL",1,1
"260",2012,"August","PL",62,"cm","Unknown","Gear is HnL",1,1
"261",2012,"August","PL",66,"cm","Unknown","Gear is HnL",1,1
"262",2012,"August","PL",55,"cm","Unknown","Gear is HnL",1,1
"263",2012,"August","PL",60,"cm","Unknown","Gear is HnL",1,1
"264",2012,"September","PL",47,"cm","Unknown","Gear is HnL",0,1
"265",2012,"September","PL",60,"cm","Unknown","Gear is HnL",0,1
"266",2012,"September","PL",50,"cm","Unknown","Gear is HnL",0,1
"267",2012,"September","PL",71,"cm","Unknown","Gear is HnL",0,1
"268",2012,"September","PL",54,"cm","Unknown","Gear is HnL",0,1
"269",2012,"September","PL",57,"cm","Unknown","Gear is HnL",0,1
"270",2012,"August","PL",58,"cm","Unknown","Gear is HnL",1,1
"271",2012,"August","PL",71,"cm","Unknown","Gear is HnL",1,1
"272",2012,"August","PL",60,"cm","Unknown","Gear is HnL",1,1
"273",2012,"August","PL",59,"cm","Unknown","Gear is HnL",1,1
"274",2012,"August","PL",56,"cm","Unknown","Gear is HnL",1,1
"275",2012,"August","PL",64,"cm","Unknown","Gear is HnL",1,1
"276",2012,"September","PL",83,"cm","Unknown","Gear is HnL",1,1
"277",2012,"September","PL",52,"cm","Unknown","Gear is HnL",1,1
"278",2012,"September","PL",57,"cm","Unknown","Gear is HnL",1,1
"279",2012,"September","PL",43,"cm","Unknown","Gear is HnL",1,1
"280",2012,"September","PL",56,"cm","Unknown","Gear is HnL",1,1
"281",2012,"September","PL",51,"cm","Unknown","Gear is HnL",1,1
"282",2012,"August","PL",43,"cm","Unknown","Gear is HnL",0,1
"283",2012,"August","PL",62,"cm","Unknown","Gear is HnL",0,1
"284",2012,"August","PL",59,"cm","Unknown","Gear is HnL",0,1
"285",2011,"September","PL",37,"cm","Unknown","Gear is HnL",0,1
"286",2011,"September","PL",41,"cm","Unknown","Gear is HnL",0,1
"287",2011,"September","PL",45,"cm","Unknown","Gear is HnL",0,1
"288",2013,"August","PL",52,"cm","Unknown","Gear is HnL",0,1
"289",2013,"August","PL",58,"cm","Unknown","Gear is HnL",0,1
"290",2013,"August","PL",61,"cm","Unknown","Gear is HnL",0,1
"291",2013,"August","PL",46,"cm","Unknown","Gear is HnL",0,1
"292",2013,"August","PL",52,"cm","Unknown","Gear is HnL",0,1
"293",2013,"August","PL",52,"cm","Unknown","Gear is HnL",0,1
"294",2012,"August","PL",42,"cm","Unknown","Gear is HnL",1,1
"295",2012,"August","PL",57,"cm","Unknown","Gear is HnL",1,1
"296",2012,"August","PL",69,"cm","Unknown","Gear is HnL",1,1
"297",2012,"August","PL",56,"cm","Unknown","Gear is HnL",1,1
"298",2012,"August","PL",45,"cm","Unknown","Gear is HnL",1,1
"299",2012,"August","PL",55,"cm","Unknown","Gear is HnL",1,1
"300",2012,"August","PL",56,"cm","Unknown","Gear is HnL",0,1
"301",2012,"August","PL",53,"cm","Unknown","Gear is HnL",0,1
"302",2012,"August","PL",39,"cm","Unknown","Gear is HnL",0,1
"303",2011,"August","PL",51,"cm","Unknown","Gear is HnL",0,1
"304",2011,"August","PL",57,"cm","Unknown","Gear is HnL",0,1
"305",2011,"August","PL",56,"cm","Unknown","Gear is HnL",0,1
"306",2011,"August","PL",40,"cm","Unknown","Gear is HnL",0,1
"307",2012,"August","PL",55,"cm","Unknown","Gear is HnL",0,1
"308",2012,"August","PL",56,"cm","Unknown","Gear is HnL",0,1
"309",2012,"August","PL",38,"cm","Unknown","Gear is HnL",0,1
"310",2012,"September","PL",57,"cm","Unknown","Gear is HnL",1,1
"311",2012,"September","PL",53,"cm","Unknown","Gear is HnL",1,1
"312",2012,"September","PL",63,"cm","Unknown","Gear is HnL",1,1
"313",2012,"September","PL",50,"cm","Unknown","Gear is HnL",1,1
"314",2012,"September","PL",61,"cm","Unknown","Gear is HnL",1,1
"315",2012,"September","PL",55,"cm","Unknown","Gear is HnL",1,1
"316",2008,"September","PL",55,"cm","Unknown","Gear is HnL",1,1
"317",2011,"September","PL",47,"cm","Unknown","Gear is HnL",1,1
"318",2011,"September","PL",63,"cm","Unknown","Gear is HnL",1,1
"319",2013,"September","PL",63,"cm","Unknown","Gear is HnL",0,1
"320",2013,"September","PL",57,"cm","Unknown","Gear is HnL",0,1
"321",2013,"September","PL",51,"cm","Unknown","Gear is HnL",0,1
"322",2013,"September","PL",62,"cm","Unknown","Gear is HnL",0,1
"323",2011,"September","PL",46,"cm","Unknown","Gear is HnL",1,1
"324",2011,"August","PL",70,"cm","Unknown","Gear is HnL",0,1
"325",2011,"August","PL",41,"cm","Unknown","Gear is HnL",0,1
"326",2011,"August","PL",44,"cm","Unknown","Gear is HnL",0,1
"327",2011,"August","PL",54,"cm","Unknown","Gear is HnL",1,1
"328",2011,"August","PL",78,"cm","Unknown","Gear is HnL",1,1
"329",2011,"August","PL",53,"cm","Unknown","Gear is HnL",1,1
"330",2011,"August","PL",41,"cm","Unknown","Gear is HnL",1,1
"331",2011,"August","PL",42,"cm","Unknown","Gear is HnL",1,1
"332",2011,"August","PL",38,"cm","Unknown","Gear is HnL",1,1
"333",2011,"August","PL",57,"cm","Unknown","Gear is HnL",1,1
"334",2011,"August","PL",50,"cm","Unknown","Gear is HnL",0,1
"335",2011,"August","PL",52,"cm","Unknown","Gear is HnL",0,1
"336",2011,"August","PL",53,"cm","Unknown","Gear is HnL",0,1
"337",2011,"August","PL",46,"cm","Unknown","Gear is HnL",0,1
"338",2011,"August","PL",42,"cm","Unknown","Gear is HnL",0,1
"339",2011,"August","PL",50,"cm","Unknown","Gear is HnL",0,1
"340",2011,"August","PL",44,"cm","Unknown","Gear is HnL",0,1
"341",2012,"September","PL",55,"cm","Unknown","Gear is HnL",0,1
"342",2012,"September","PL",45,"cm","Unknown","Gear is HnL",0,1
"343",2012,"September","PL",82,"cm","Unknown","Gear is HnL",0,1
"344",2011,"August","PL",39,"cm","Unknown","Gear is HnL",1,1
"345",2011,"August","PL",39,"cm","Unknown","Gear is HnL",1,1
"346",2011,"August","PL",57,"cm","Unknown","Gear is HnL",1,1
"347",2011,"August","PL",56,"cm","Unknown","Gear is HnL",1,1
"348",2011,"August","PL",63,"cm","Unknown","Gear is HnL",1,1
"349",2011,"August","PL",54,"cm","Unknown","Gear is HnL",1,1
"350",2011,"August","PL",58,"cm","Unknown","Gear is HnL",1,1
"351",2011,"August","PL",56,"cm","Unknown","Gear is HnL",1,1
"352",2011,"August","PL",44,"cm","Unknown","Gear is HnL",1,1
"353",2011,"August","PL",44,"cm","Unknown","Gear is HnL",1,1
"354",2011,"August","PL",50,"cm","Unknown","Gear is HnL",1,1
"355",2011,"August","PL",42,"cm","Unknown","Gear is HnL",1,1
"356",2011,"August","PL",62,"cm","Unknown","Gear is HnL",1,1
"357",2011,"August","PL",42,"cm","Unknown","Gear is HnL",1,1
"358",2011,"August","PL",67,"cm","Unknown","Gear is HnL",1,1
"359",2011,"August","PL",55,"cm","Unknown","Gear is HnL",1,1
"360",2012,"September","PL",57,"cm","Unknown","Gear is HnL",0,1
"361",2012,"September","PL",54,"cm","Unknown","Gear is HnL",0,1
"362",2012,"September","PL",46,"cm","Unknown","Gear is HnL",0,1
"363",2012,"September","PL",43,"cm","Unknown","Gear is HnL",0,1
"364",2012,"September","PL",58,"cm","Unknown","Gear is HnL",0,1
"365",2012,"September","PL",61,"cm","Unknown","Gear is HnL",0,1
"366",2012,"September","PL",52,"cm","Unknown","Gear is HnL",0,1
"367",2012,"September","PL",62,"cm","Unknown","Gear is HnL",0,1
"368",2012,"September","PL",54,"cm","Unknown","Gear is HnL",0,1
"369",2012,"September","PL",69,"cm","Unknown","Gear is HnL",1,1
"370",2012,"September","PL",51,"cm","Unknown","Gear is HnL",1,1
"371",2012,"September","PL",56,"cm","Unknown","Gear is HnL",1,1
"372",2012,"September","PL",64,"cm","Unknown","Gear is HnL",1,1
"373",2012,"September","PL",55,"cm","Unknown","Gear is HnL",1,1
"374",2012,"September","PL",67,"cm","Unknown","Gear is HnL",1,1
"375",2008,"September","PL",58,"cm","Unknown","Gear is HnL",1,1
"376",2008,"September","PL",67,"cm","Unknown","Gear is HnL",1,1
"377",2008,"September","PL",56,"cm","Unknown","Gear is HnL",1,1
"378",2011,"September","PL",45,"cm","Unknown","Gear is HnL",1,1
"379",2011,"September","PL",43,"cm","Unknown","Gear is HnL",1,1
"380",2012,"September","PL",57,"cm","Unknown","Gear is HnL",1,1
"381",2012,"September","PL",56,"cm","Unknown","Gear is HnL",1,1
"382",2012,"September","PL",48,"cm","Unknown","Gear is HnL",1,1
"383",2012,"September","PL",64,"cm","Unknown","Gear is HnL",1,1
"384",2012,"September","PL",70,"cm","Unknown","Gear is HnL",0,1
"385",2012,"September","PL",43,"cm","Unknown","Gear is HnL",0,1
"386",2012,"September","PL",58,"cm","Unknown","Gear is HnL",0,1
"387",2012,"September","PL",56,"cm","Unknown","Gear is HnL",0,1
"388",2011,"September","PL",81,"cm","Unknown","Gear is HnL",1,1
"389",2011,"September","PL",63,"cm","Unknown","Gear is HnL",1,1
"390",2008,"September","PL",79,"cm","Unknown","Gear is HnL",1,1
"391",2012,"September","PL",49,"cm","Unknown","Gear is HnL",1,1
"392",2012,"September","PL",43,"cm","Unknown","Gear is HnL",1,1
"393",2012,"September","PL",73,"cm","Unknown","Gear is HnL",1,1
"394",2012,"September","PL",66,"cm","Unknown","Gear is HnL",1,1
"395",2013,"August","PL",48,"cm","Unknown","Gear is HnL",0,1
"396",2013,"August","PL",49,"cm","Unknown","Gear is HnL",0,1
"397",2013,"August","PL",50,"cm","Unknown","Gear is HnL",0,1
