Year,Month,Length,Length Type,Sex,Special,MPA,Fishery Dependent
1998,November,21.0,Total Length(CM),Female,-999,0,1
1999,October,21,Total Length(CM),Female,-999,0,1
1999,October,21.2,Total Length(CM),Female,-999,0,1
2000,December,21.2,Total Length(CM),Female,-999,0,1
1998,July,21.6,Total Length(CM),Female,-999,0,1
1998,November,21.8,Total Length(CM),Female,-999,0,1
1999,October,22,Total Length(CM),Female,-999,0,1
1999,October,20.6,Total Length(CM),Female,-999,0,1
1999,October,20.9,Total Length(CM),Female,-999,0,1
2000,December,21,Total Length(CM),Female,-999,0,1
2000,December,21,Total Length(CM),Female,-999,0,1
2005,October,21.2,Total Length(CM),Female,-999,0,1
2000,September,21.9,Total Length(CM),Female,-999,0,1
2010,October,33.5,Total Length(CM),Female,-999,0,1
1998,July,21.1,Total Length(CM),Female,-999,0,1
1998,November,21.3,Total Length(CM),Female,-999,0,1
1998,November,21.5,Total Length(CM),Female,-999,0,1
2000,December,22,Total Length(CM),Female,-999,0,1
2005,December,24,Total Length(CM),Female,-999,0,1
1997,October,21.2,Total Length(CM),Female,-999,0,1
1999,September,21.2,Total Length(CM),Female,-999,0,1
1998,November,21.4,Total Length(CM),Female,-999,0,1
1998,November,21.5,Total Length(CM),Female,-999,0,1
1998,November,21.7,Total Length(CM),Female,-999,0,1
1998,November,22.7,Total Length(CM),Female,-999,0,1
1998,December,20.5,Total Length(CM),Female,-999,0,1
1998,July,21.0,Total Length(CM),Female,-999,0,1
1999,September,21,Total Length(CM),Female,-999,0,1
1997,September,21.2,Total Length(CM),Female,-999,0,1
1999,September,21.3,Total Length(CM),Female,-999,0,1
1999,September,21.3,Total Length(CM),Female,-999,0,1
2000,December,21.3,Total Length(CM),Female,-999,0,1
1998,October,21.5,Total Length(CM),Female,-999,0,1
1999,September,21.5,Total Length(CM),Female,-999,0,1
1999,September,21.5,Total Length(CM),Female,-999,0,1
2000,December,21.5,Total Length(CM),Female,-999,0,1
2000,December,21.5,Total Length(CM),Female,-999,0,1
1998,November,21.6,Total Length(CM),Female,-999,0,1
1999,October,21.6,Total Length(CM),Female,-999,0,1
1998,November,21.7,Total Length(CM),Female,-999,0,1
1999,September,21.7,Total Length(CM),Female,-999,0,1
1999,September,21.7,Total Length(CM),Female,-999,0,1
1998,November,21.9,Total Length(CM),Female,-999,0,1
1998,November,22.0,Total Length(CM),Female,-999,0,1
1999,October,22,Total Length(CM),Female,-999,0,1
1999,December,22,Total Length(CM),Female,-999,0,1
1999,December,22,Total Length(CM),Female,-999,0,1
1999,December,22,Total Length(CM),Female,-999,0,1
1999,December,22,Total Length(CM),Female,-999,0,1
1999,October,22.1,Total Length(CM),Female,-999,0,1
1999,November,22.2,Total Length(CM),Female,-999,0,1
1999,November,22.2,Total Length(CM),Female,-999,0,1
2000,September,22.2,Total Length(CM),Female,-999,0,1
1998,October,22.3,Total Length(CM),Female,-999,0,1
1998,December,22.5,Total Length(CM),Female,-999,0,1
1999,October,22.5,Total Length(CM),Female,-999,0,1
1999,September,22.5,Total Length(CM),Female,-999,0,1
2005,October,22.5,Total Length(CM),Female,-999,0,1
2005,November,22.5,Total Length(CM),Female,-999,0,1
2000,September,22.9,Total Length(CM),Female,-999,0,1
2005,October,23,Total Length(CM),Female,-999,0,1
2005,October,23,Total Length(CM),Female,-999,0,1
2005,October,23,Total Length(CM),Female,-999,0,1
2005,October,23,Total Length(CM),Female,-999,0,1
2005,November,23,Total Length(CM),Female,-999,0,1
2005,December,23.4,Total Length(CM),Female,-999,0,1
2005,November,24,Total Length(CM),Female,-999,0,1
2005,December,24.3,Total Length(CM),Female,-999,0,1
2005,December,24.4,Total Length(CM),Female,-999,0,1
2006,January,24.5,Total Length(CM),Female,-999,0,1
1998,July,21.2,Total Length(CM),Female,-999,0,1
1999,September,21.3,Total Length(CM),Female,-999,0,1
1998,October,21.5,Total Length(CM),Female,-999,0,1
1999,September,21.7,Total Length(CM),Female,-999,0,1
1998,September,22.0,Total Length(CM),Female,-999,0,1
1999,September,22,Total Length(CM),Female,-999,0,1
2000,December,22.5,Total Length(CM),Female,-999,0,1
1999,September,20.8,Total Length(CM),Female,-999,0,1
1998,September,21.3,Total Length(CM),Female,-999,0,1
1998,July,21.4,Total Length(CM),Female,-999,0,1
1997,September,21.5,Total Length(CM),Female,-999,0,1
1999,September,21.5,Total Length(CM),Female,-999,0,1
1999,September,21.5,Total Length(CM),Female,-999,0,1
1997,October,21.6,Total Length(CM),Female,-999,0,1
1998,November,21.6,Total Length(CM),Female,-999,0,1
1998,August,21.6,Total Length(CM),Female,-999,0,1
1999,September,21.7,Total Length(CM),Female,-999,0,1
1999,September,21.8,Total Length(CM),Female,-999,0,1
1999,September,21.9,Total Length(CM),Female,-999,0,1
1999,September,22,Total Length(CM),Female,-999,0,1
1999,September,22,Total Length(CM),Female,-999,0,1
2000,December,22,Total Length(CM),Female,-999,0,1
2000,December,22,Total Length(CM),Female,-999,0,1
1998,November,22.1,Total Length(CM),Female,-999,0,1
2000,December,22.1,Total Length(CM),Female,-999,0,1
1998,November,22.2,Total Length(CM),Female,-999,0,1
2000,December,22.2,Total Length(CM),Female,-999,0,1
1998,July,22.3,Total Length(CM),Female,-999,0,1
1999,November,22.5,Total Length(CM),Female,-999,0,1
1999,November,22.5,Total Length(CM),Female,-999,0,1
1999,November,22.5,Total Length(CM),Female,-999,0,1
1999,November,22.5,Total Length(CM),Female,-999,0,1
2000,December,22.5,Total Length(CM),Female,-999,0,1
1999,October,22.9,Total Length(CM),Female,-999,0,1
2005,November,23,Total Length(CM),Female,-999,0,1
2000,September,23.2,Total Length(CM),Female,-999,0,1
2005,November,23.5,Total Length(CM),Female,-999,0,1
2000,December,21.5,Total Length(CM),Female,-999,0,1
1999,September,21.8,Total Length(CM),Female,-999,0,1
1998,September,21.9,Total Length(CM),Female,-999,0,1
1998,November,22.0,Total Length(CM),Female,-999,0,1
1999,September,22,Total Length(CM),Female,-999,0,1
1999,September,22,Total Length(CM),Female,-999,0,1
1999,October,22,Total Length(CM),Female,-999,0,1
1998,November,22.1,Total Length(CM),Female,-999,0,1
1998,November,22.1,Total Length(CM),Female,-999,0,1
2000,December,22.5,Total Length(CM),Female,-999,0,1
2005,November,22.5,Total Length(CM),Female,-999,0,1
1999,October,22.9,Total Length(CM),Female,-999,0,1
1999,October,23,Total Length(CM),Female,-999,0,1
2005,November,23,Total Length(CM),Female,-999,0,1
2005,November,23.2,Total Length(CM),Female,-999,0,1
1999,October,23.9,Total Length(CM),Female,-999,0,1
1999,October,24,Total Length(CM),Female,-999,0,1
1998,November,21.7,Total Length(CM),Female,-999,0,1
1998,July,21.9,Total Length(CM),Female,-999,0,1
1998,November,22.0,Total Length(CM),Female,-999,0,1
1998,November,22.0,Total Length(CM),Female,-999,0,1
1999,October,22,Total Length(CM),Female,-999,0,1
1998,November,22.5,Total Length(CM),Female,-999,0,1
1998,July,22.6,Total Length(CM),Female,-999,0,1
2000,December,22.7,Total Length(CM),Female,-999,0,1
2005,October,23.4,Total Length(CM),Female,-999,0,1
1999,September,22,Total Length(CM),Female,-999,0,1
1999,September,22,Total Length(CM),Female,-999,0,1
1999,October,22,Total Length(CM),Female,-999,0,1
1999,October,22,Total Length(CM),Female,-999,0,1
1999,December,22,Total Length(CM),Female,-999,0,1
1999,December,22,Total Length(CM),Female,-999,0,1
2000,December,22,Total Length(CM),Female,-999,0,1
2000,December,22,Total Length(CM),Female,-999,0,1
2000,December,22,Total Length(CM),Female,-999,0,1
2005,October,22,Total Length(CM),Female,-999,0,1
1998,November,22.1,Total Length(CM),Female,-999,0,1
1999,October,22.1,Total Length(CM),Female,-999,0,1
1999,October,22.1,Total Length(CM),Female,-999,0,1
1999,September,22.2,Total Length(CM),Female,-999,0,1
2000,December,22.2,Total Length(CM),Female,-999,0,1
1997,December,22.3,Total Length(CM),Female,-999,0,1
2000,December,22.3,Total Length(CM),Female,-999,0,1
1998,November,22.5,Total Length(CM),Female,-999,0,1
1999,September,22.5,Total Length(CM),Female,-999,0,1
1999,October,22.5,Total Length(CM),Female,-999,0,1
2000,December,22.5,Total Length(CM),Female,-999,0,1
2000,December,22.5,Total Length(CM),Female,-999,0,1
2000,December,22.5,Total Length(CM),Female,-999,0,1
1998,November,22.6,Total Length(CM),Female,-999,0,1
1998,November,22.6,Total Length(CM),Female,-999,0,1
2000,December,23,Total Length(CM),Female,-999,0,1
2005,October,23,Total Length(CM),Female,-999,0,1
2005,October,23,Total Length(CM),Female,-999,0,1
2005,December,23,Total Length(CM),Female,-999,0,1
1999,October,23.2,Total Length(CM),Female,-999,0,1
1998,November,23.3,Total Length(CM),Female,-999,0,1
1999,October,23.4,Total Length(CM),Female,-999,0,1
2005,October,23.5,Total Length(CM),Female,-999,0,1
2005,October,23.5,Total Length(CM),Female,-999,0,1
2005,December,24,Total Length(CM),Female,-999,0,1
2005,December,24.4,Total Length(CM),Female,-999,0,1
1999,October,25,Total Length(CM),Female,-999,0,1
2010,November,27,Total Length(CM),Female,-999,0,1
2005,October,27.5,Total Length(CM),Female,-999,0,1
1997,September,21.4,Total Length(CM),Female,-999,0,1
2000,December,21.6,Total Length(CM),Female,-999,0,1
1999,September,22,Total Length(CM),Female,-999,0,1
1999,September,22.2,Total Length(CM),Female,-999,0,1
1998,October,22.4,Total Length(CM),Female,-999,0,1
1998,November,22.5,Total Length(CM),Female,-999,0,1
1998,July,22.5,Total Length(CM),Female,-999,0,1
1999,October,22.5,Total Length(CM),Female,-999,0,1
1999,October,22.5,Total Length(CM),Female,-999,0,1
1999,October,22.5,Total Length(CM),Female,-999,0,1
2000,December,22.6,Total Length(CM),Female,-999,0,1
1998,July,22.7,Total Length(CM),Female,-999,0,1
2000,December,22.7,Total Length(CM),Female,-999,0,1
2000,December,23,Total Length(CM),Female,-999,0,1
2000,December,23,Total Length(CM),Female,-999,0,1
2000,December,23.2,Total Length(CM),Female,-999,0,1
2005,December,24,Total Length(CM),Female,-999,0,1
2000,September,24.2,Total Length(CM),Female,-999,0,1
2005,October,24.5,Total Length(CM),Female,-999,0,1
1999,October,24.6,Total Length(CM),Female,-999,0,1
1999,September,21.8,Total Length(CM),Female,-999,0,1
1999,September,22.1,Total Length(CM),Female,-999,0,1
1999,September,22.4,Total Length(CM),Female,-999,0,1
1999,September,22.4,Total Length(CM),Female,-999,0,1
1999,September,22.5,Total Length(CM),Female,-999,0,1
2000,December,22.5,Total Length(CM),Female,-999,0,1
1999,October,22.6,Total Length(CM),Female,-999,0,1
1998,October,22.7,Total Length(CM),Female,-999,0,1
1999,October,23,Total Length(CM),Female,-999,0,1
1999,November,23.2,Total Length(CM),Female,-999,0,1
1999,November,23.2,Total Length(CM),Female,-999,0,1
1999,October,23.4,Total Length(CM),Female,-999,0,1
1997,September,25,Total Length(CM),Female,-999,0,1
1999,October,21,Total Length(CM),Female,-999,0,1
1999,September,21.8,Total Length(CM),Female,-999,0,1
1999,October,21.8,Total Length(CM),Female,-999,0,1
1999,September,22.2,Total Length(CM),Female,-999,0,1
1999,October,22.2,Total Length(CM),Female,-999,0,1
1999,October,22.2,Total Length(CM),Female,-999,0,1
1999,October,22.4,Total Length(CM),Female,-999,0,1
1999,September,22.5,Total Length(CM),Female,-999,0,1
1999,September,22.5,Total Length(CM),Female,-999,0,1
2000,December,22.5,Total Length(CM),Female,-999,0,1
1998,November,22.6,Total Length(CM),Female,-999,0,1
1998,November,22.6,Total Length(CM),Female,-999,0,1
2000,December,22.6,Total Length(CM),Female,-999,0,1
2000,December,22.6,Total Length(CM),Female,-999,0,1
1998,November,22.7,Total Length(CM),Female,-999,0,1
1999,September,22.7,Total Length(CM),Female,-999,0,1
1999,September,22.7,Total Length(CM),Female,-999,0,1
1999,September,22.8,Total Length(CM),Female,-999,0,1
2000,December,22.8,Total Length(CM),Female,-999,0,1
1998,November,22.9,Total Length(CM),Female,-999,0,1
1999,November,23,Total Length(CM),Female,-999,0,1
2005,November,23,Total Length(CM),Female,-999,0,1
2005,October,23.5,Total Length(CM),Female,-999,0,1
2005,October,23.5,Total Length(CM),Female,-999,0,1
1999,September,22.4,Total Length(CM),Female,-999,0,1
1998,September,22.5,Total Length(CM),Female,-999,0,1
1999,December,22.5,Total Length(CM),Female,-999,0,1
1999,December,22.5,Total Length(CM),Female,-999,0,1
2000,December,22.5,Total Length(CM),Female,-999,0,1
1999,September,22.6,Total Length(CM),Female,-999,0,1
1998,July,22.7,Total Length(CM),Female,-999,0,1
1998,July,22.8,Total Length(CM),Female,-999,0,1
1999,September,22.9,Total Length(CM),Female,-999,0,1
1998,July,23.0,Total Length(CM),Female,-999,0,1
2005,October,24.6,Total Length(CM),Female,-999,0,1
1999,October,22,Total Length(CM),Female,-999,0,1
2000,December,22.1,Total Length(CM),Female,-999,0,1
1999,October,22.2,Total Length(CM),Female,-999,0,1
1999,September,22.5,Total Length(CM),Female,-999,0,1
1999,September,22.5,Total Length(CM),Female,-999,0,1
1999,October,22.5,Total Length(CM),Female,-999,0,1
1999,December,22.5,Total Length(CM),Female,-999,0,1
1999,December,22.5,Total Length(CM),Female,-999,0,1
2000,December,22.5,Total Length(CM),Female,-999,0,1
2000,December,22.5,Total Length(CM),Female,-999,0,1
2000,December,22.5,Total Length(CM),Female,-999,0,1
1999,December,22.6,Total Length(CM),Female,-999,0,1
1999,December,22.6,Total Length(CM),Female,-999,0,1
1999,September,22.7,Total Length(CM),Female,-999,0,1
1999,September,22.8,Total Length(CM),Female,-999,0,1
1999,September,22.8,Total Length(CM),Female,-999,0,1
1999,October,22.8,Total Length(CM),Female,-999,0,1
1999,December,22.8,Total Length(CM),Female,-999,0,1
1999,December,22.8,Total Length(CM),Female,-999,0,1
1999,December,22.8,Total Length(CM),Female,-999,0,1
1999,December,22.8,Total Length(CM),Female,-999,0,1
2000,December,22.8,Total Length(CM),Female,-999,0,1
1999,September,22.9,Total Length(CM),Female,-999,0,1
1999,September,22.9,Total Length(CM),Female,-999,0,1
1999,September,22.9,Total Length(CM),Female,-999,0,1
2000,December,22.9,Total Length(CM),Female,-999,0,1
1998,August,23.0,Total Length(CM),Female,-999,0,1
1999,September,23,Total Length(CM),Female,-999,0,1
1999,September,23,Total Length(CM),Female,-999,0,1
1999,October,23,Total Length(CM),Female,-999,0,1
1999,December,23,Total Length(CM),Female,-999,0,1
1999,December,23,Total Length(CM),Female,-999,0,1
1999,December,23,Total Length(CM),Female,-999,0,1
1999,December,23,Total Length(CM),Female,-999,0,1
1999,December,23,Total Length(CM),Female,-999,0,1
1999,December,23,Total Length(CM),Female,-999,0,1
2000,December,23,Total Length(CM),Female,-999,0,1
2000,December,23,Total Length(CM),Female,-999,0,1
1998,November,23.1,Total Length(CM),Female,-999,0,1
1999,October,23.1,Total Length(CM),Female,-999,0,1
1999,December,23.2,Total Length(CM),Female,-999,0,1
1999,December,23.2,Total Length(CM),Female,-999,0,1
2000,December,23.2,Total Length(CM),Female,-999,0,1
1999,October,23.3,Total Length(CM),Female,-999,0,1
1998,November,23.5,Total Length(CM),Female,-999,0,1
1999,October,23.5,Total Length(CM),Female,-999,0,1
1999,November,23.5,Total Length(CM),Female,-999,0,1
1999,November,23.5,Total Length(CM),Female,-999,0,1
1999,October,23.5,Total Length(CM),Female,-999,0,1
2000,December,23.5,Total Length(CM),Female,-999,0,1
2000,December,23.5,Total Length(CM),Female,-999,0,1
2000,December,23.5,Total Length(CM),Female,-999,0,1
2005,October,23.5,Total Length(CM),Female,-999,0,1
2005,October,23.5,Total Length(CM),Female,-999,0,1
2005,October,23.5,Total Length(CM),Female,-999,0,1
1999,October,23.6,Total Length(CM),Female,-999,0,1
2000,December,23.6,Total Length(CM),Female,-999,0,1
1999,October,23.7,Total Length(CM),Female,-999,0,1
2000,December,23.7,Total Length(CM),Female,-999,0,1
1999,October,23.8,Total Length(CM),Female,-999,0,1
1999,October,23.8,Total Length(CM),Female,-999,0,1
2000,September,23.9,Total Length(CM),Female,-999,0,1
1998,August,24.0,Total Length(CM),Female,-999,0,1
1999,October,24,Total Length(CM),Female,-999,0,1
1999,October,24,Total Length(CM),Female,-999,0,1
1999,October,24,Total Length(CM),Female,-999,0,1
2005,October,24,Total Length(CM),Female,-999,0,1
2005,October,24,Total Length(CM),Female,-999,0,1
2005,October,24,Total Length(CM),Female,-999,0,1
2005,November,24,Total Length(CM),Female,-999,0,1
1999,September,24.4,Total Length(CM),Female,-999,0,1
2005,December,24.5,Total Length(CM),Female,-999,0,1
2005,October,24.6,Total Length(CM),Female,-999,0,1
1999,October,25,Total Length(CM),Female,-999,0,1
2005,December,25,Total Length(CM),Female,-999,0,1
2005,December,25,Total Length(CM),Female,-999,0,1
2006,January,25,Total Length(CM),Female,-999,0,1
2006,January,25,Total Length(CM),Female,-999,0,1
2006,January,25,Total Length(CM),Female,-999,0,1
2006,January,25,Total Length(CM),Female,-999,0,1
2005,December,25.3,Total Length(CM),Female,-999,0,1
2010,November,25.5,Total Length(CM),Female,-999,0,1
2005,December,25.6,Total Length(CM),Female,-999,0,1
2006,September,26,Total Length(CM),Female,-999,0,1
2010,November,26,Total Length(CM),Female,-999,0,1
2010,December,26,Total Length(CM),Female,-999,0,1
2010,December,26.8,Total Length(CM),Female,-999,0,1
2010,November,27,Total Length(CM),Female,-999,0,1
2000,December,22.5,Total Length(CM),Female,-999,0,1
1998,November,22.6,Total Length(CM),Female,-999,0,1
1999,September,22.6,Total Length(CM),Female,-999,0,1
2000,December,22.6,Total Length(CM),Female,-999,0,1
1999,September,22.8,Total Length(CM),Female,-999,0,1
1999,September,22.8,Total Length(CM),Female,-999,0,1
1997,September,22.9,Total Length(CM),Female,-999,0,1
1999,September,23,Total Length(CM),Female,-999,0,1
1999,October,23,Total Length(CM),Female,-999,0,1
1999,October,23,Total Length(CM),Female,-999,0,1
1998,November,23.2,Total Length(CM),Female,-999,0,1
2000,December,23.2,Total Length(CM),Female,-999,0,1
2005,October,23.3,Total Length(CM),Female,-999,0,1
1997,September,23.4,Total Length(CM),Female,-999,0,1
1997,December,23.4,Total Length(CM),Female,-999,0,1
1998,November,23.5,Total Length(CM),Female,-999,0,1
1999,November,23.5,Total Length(CM),Female,-999,0,1
1999,November,23.5,Total Length(CM),Female,-999,0,1
1999,October,23.5,Total Length(CM),Female,-999,0,1
1997,September,24,Total Length(CM),Female,-999,0,1
1998,July,24.0,Total Length(CM),Female,-999,0,1
1999,November,24,Total Length(CM),Female,-999,0,1
1999,November,24,Total Length(CM),Female,-999,0,1
1999,November,24,Total Length(CM),Female,-999,0,1
1999,November,24,Total Length(CM),Female,-999,0,1
1999,September,22.8,Total Length(CM),Female,-999,0,1
1999,September,22.8,Total Length(CM),Female,-999,0,1
1999,September,22.9,Total Length(CM),Female,-999,0,1
1998,December,23.0,Total Length(CM),Female,-999,0,1
1999,September,23,Total Length(CM),Female,-999,0,1
1999,September,23,Total Length(CM),Female,-999,0,1
1999,September,23,Total Length(CM),Female,-999,0,1
1999,September,23,Total Length(CM),Female,-999,0,1
1999,September,23,Total Length(CM),Female,-999,0,1
1999,September,23,Total Length(CM),Female,-999,0,1
1999,September,23,Total Length(CM),Female,-999,0,1
1999,October,23,Total Length(CM),Female,-999,0,1
1999,September,23.1,Total Length(CM),Female,-999,0,1
2005,October,23.2,Total Length(CM),Female,-999,0,1
1999,October,23.3,Total Length(CM),Female,-999,0,1
1999,October,23.4,Total Length(CM),Female,-999,0,1
1998,August,23.5,Total Length(CM),Female,-999,0,1
1999,September,23.5,Total Length(CM),Female,-999,0,1
1999,October,23.5,Total Length(CM),Female,-999,0,1
1999,December,23.5,Total Length(CM),Female,-999,0,1
1999,December,23.5,Total Length(CM),Female,-999,0,1
2000,December,23.5,Total Length(CM),Female,-999,0,1
2000,December,23.5,Total Length(CM),Female,-999,0,1
2005,October,23.5,Total Length(CM),Female,-999,0,1
1999,December,23.6,Total Length(CM),Female,-999,0,1
1999,December,23.6,Total Length(CM),Female,-999,0,1
1998,August,23.7,Total Length(CM),Female,-999,0,1
1997,September,24,Total Length(CM),Female,-999,0,1
1999,October,24,Total Length(CM),Female,-999,0,1
1999,December,24,Total Length(CM),Female,-999,0,1
1997,September,24.1,Total Length(CM),Female,-999,0,1
2006,January,25,Total Length(CM),Female,-999,0,1
2000,September,25.1,Total Length(CM),Female,-999,0,1
1999,September,22.6,Total Length(CM),Female,-999,0,1
1999,September,22.6,Total Length(CM),Female,-999,0,1
1999,September,22.7,Total Length(CM),Female,-999,0,1
1999,September,22.7,Total Length(CM),Female,-999,0,1
1999,September,23,Total Length(CM),Female,-999,0,1
1999,September,23,Total Length(CM),Female,-999,0,1
1999,September,23,Total Length(CM),Female,-999,0,1
1999,September,23.2,Total Length(CM),Female,-999,0,1
1999,September,23.2,Total Length(CM),Female,-999,0,1
2000,December,23.2,Total Length(CM),Female,-999,0,1
1999,September,23.3,Total Length(CM),Female,-999,0,1
2000,December,23.4,Total Length(CM),Female,-999,0,1
1999,September,23.5,Total Length(CM),Female,-999,0,1
1999,October,23.5,Total Length(CM),Female,-999,0,1
2000,December,23.5,Total Length(CM),Female,-999,0,1
2000,December,23.5,Total Length(CM),Female,-999,0,1
2005,October,23.5,Total Length(CM),Female,-999,0,1
1999,October,23.7,Total Length(CM),Female,-999,0,1
1999,October,24,Total Length(CM),Female,-999,0,1
1999,December,24,Total Length(CM),Female,-999,0,1
1999,December,24,Total Length(CM),Female,-999,0,1
2005,October,24,Total Length(CM),Female,-999,0,1
1997,October,24.1,Total Length(CM),Female,-999,0,1
1999,October,24.1,Total Length(CM),Female,-999,0,1
2005,October,24.6,Total Length(CM),Female,-999,0,1
2005,October,24.6,Total Length(CM),Female,-999,0,1
2005,November,24.6,Total Length(CM),Female,-999,0,1
2005,November,25,Total Length(CM),Female,-999,0,1
2005,November,25,Total Length(CM),Female,-999,0,1
1997,October,25.8,Total Length(CM),Female,-999,0,1
1997,October,26.1,Total Length(CM),Female,-999,0,1
1997,September,26.5,Total Length(CM),Female,-999,0,1
1998,October,31.6,Total Length(CM),Female,-999,0,1
1999,October,22.8,Total Length(CM),Female,-999,0,1
1999,September,22.9,Total Length(CM),Female,-999,0,1
1999,September,23,Total Length(CM),Female,-999,0,1
1999,September,23,Total Length(CM),Female,-999,0,1
1999,September,23,Total Length(CM),Female,-999,0,1
1999,September,23.1,Total Length(CM),Female,-999,0,1
1999,September,23.2,Total Length(CM),Female,-999,0,1
1999,September,23.2,Total Length(CM),Female,-999,0,1
1999,September,23.3,Total Length(CM),Female,-999,0,1
1999,September,23.4,Total Length(CM),Female,-999,0,1
1999,September,23.5,Total Length(CM),Female,-999,0,1
1999,September,23.5,Total Length(CM),Female,-999,0,1
1999,October,23.5,Total Length(CM),Female,-999,0,1
2000,December,23.5,Total Length(CM),Female,-999,0,1
2005,October,23.5,Total Length(CM),Female,-999,0,1
2005,October,23.5,Total Length(CM),Female,-999,0,1
1999,October,23.6,Total Length(CM),Female,-999,0,1
1999,September,23.8,Total Length(CM),Female,-999,0,1
1999,October,24,Total Length(CM),Female,-999,0,1
1999,September,24,Total Length(CM),Female,-999,0,1
1999,October,24.5,Total Length(CM),Female,-999,0,1
2005,November,25,Total Length(CM),Female,-999,0,1
2005,November,25.3,Total Length(CM),Female,-999,0,1
1999,October,26.7,Total Length(CM),Female,-999,0,1
1999,October,21.3,Total Length(CM),Female,-999,0,1
1997,December,23,Total Length(CM),Female,-999,0,1
1999,September,23,Total Length(CM),Female,-999,0,1
1999,September,23,Total Length(CM),Female,-999,0,1
1999,September,23,Total Length(CM),Female,-999,0,1
1999,October,23,Total Length(CM),Female,-999,0,1
1999,September,23.1,Total Length(CM),Female,-999,0,1
1999,September,23.1,Total Length(CM),Female,-999,0,1
1999,September,23.1,Total Length(CM),Female,-999,0,1
1998,November,23.2,Total Length(CM),Female,-999,0,1
1999,September,23.2,Total Length(CM),Female,-999,0,1
2000,December,23.2,Total Length(CM),Female,-999,0,1
1999,September,23.3,Total Length(CM),Female,-999,0,1
2000,December,23.3,Total Length(CM),Female,-999,0,1
1997,October,23.4,Total Length(CM),Female,-999,0,1
1999,October,23.4,Total Length(CM),Female,-999,0,1
1999,September,23.5,Total Length(CM),Female,-999,0,1
1999,September,23.5,Total Length(CM),Female,-999,0,1
1999,September,23.5,Total Length(CM),Female,-999,0,1
1999,October,23.5,Total Length(CM),Female,-999,0,1
