"","Year","Month","Site","Length","LengthType","Sex","Special","MPA","FisheryDependent"
"42",2008,"August","AN",30,"cm","Unknown","Gear is HnL",0,1
"43",2008,"August","AN",34,"cm","Unknown","Gear is HnL",0,1
"44",2008,"August","AN",27,"cm","Unknown","Gear is HnL",0,1
"45",2008,"August","AN",30,"cm","Unknown","Gear is HnL",0,1
"46",2012,"August","AN",33,"cm","Unknown","Gear is HnL",1,1
"47",2012,"August","AN",28,"cm","Unknown","Gear is HnL",1,1
"48",2012,"August","AN",26,"cm","Unknown","Gear is HnL",1,1
"49",2012,"August","AN",30,"cm","Unknown","Gear is HnL",1,1
"50",2012,"August","AN",32,"cm","Unknown","Gear is HnL",1,1
"51",2012,"August","AN",25,"cm","Unknown","Gear is HnL",1,1
"52",2012,"August","AN",30,"cm","Unknown","Gear is HnL",1,1
"53",2012,"August","AN",30,"cm","Unknown","Gear is HnL",1,1
"54",2012,"August","AN",28,"cm","Unknown","Gear is HnL",1,1
"55",2012,"August","AN",29,"cm","Unknown","Gear is HnL",1,1
"56",2012,"August","AN",21,"cm","Unknown","Gear is HnL",1,1
"57",2012,"August","AN",32,"cm","Unknown","Gear is HnL",1,1
"58",2012,"August","AN",28,"cm","Unknown","Gear is HnL",1,1
"59",2012,"August","AN",31,"cm","Unknown","Gear is HnL",1,1
"60",2012,"August","AN",31,"cm","Unknown","Gear is HnL",1,1
"61",2012,"August","AN",31,"cm","Unknown","Gear is HnL",1,1
"62",2009,"August","AN",35,"cm","Unknown","Gear is HnL",1,1
"63",2007,"October","AN",30,"cm","Unknown","Gear is HnL",1,1
"64",2007,"October","AN",33,"cm","Unknown","Gear is HnL",1,1
"65",2007,"October","AN",32,"cm","Unknown","Gear is HnL",1,1
"66",2007,"October","AN",33,"cm","Unknown","Gear is HnL",1,1
"67",2007,"September","AN",31,"cm","Unknown","Gear is HnL",0,1
"68",2007,"September","AN",31,"cm","Unknown","Gear is HnL",0,1
"69",2007,"September","AN",31,"cm","Unknown","Gear is HnL",0,1
"70",2007,"September","AN",29,"cm","Unknown","Gear is HnL",0,1
"71",2007,"September","AN",31,"cm","Unknown","Gear is HnL",0,1
"72",2007,"September","AN",35,"cm","Unknown","Gear is HnL",0,1
"73",2010,"August","AN",31,"cm","Unknown","Gear is HnL",1,1
"74",2010,"August","AN",28,"cm","Unknown","Gear is HnL",1,1
"75",2010,"August","AN",29,"cm","Unknown","Gear is HnL",1,1
"76",2007,"September","AN",35,"cm","Unknown","Gear is HnL",1,1
"77",2007,"September","AN",35,"cm","Unknown","Gear is HnL",1,1
"78",2007,"September","AN",30,"cm","Unknown","Gear is HnL",1,1
"79",2007,"September","AN",32,"cm","Unknown","Gear is HnL",1,1
"80",2007,"September","AN",35,"cm","Unknown","Gear is HnL",1,1
"81",2007,"October","AN",34,"cm","Unknown","Gear is HnL",0,1
"82",2007,"October","AN",26,"cm","Unknown","Gear is HnL",0,1
"83",2007,"October","AN",30,"cm","Unknown","Gear is HnL",0,1
"84",2007,"October","AN",31,"cm","Unknown","Gear is HnL",0,1
"85",2007,"October","AN",32,"cm","Unknown","Gear is HnL",0,1
"86",2007,"October","AN",32,"cm","Unknown","Gear is HnL",0,1
"87",2007,"October","AN",33,"cm","Unknown","Gear is HnL",0,1
"88",2007,"October","AN",34,"cm","Unknown","Gear is HnL",0,1
"89",2007,"October","AN",29,"cm","Unknown","Gear is HnL",0,1
"90",2007,"October","AN",34,"cm","Unknown","Gear is HnL",0,1
"91",2007,"October","AN",26,"cm","Unknown","Gear is HnL",0,1
"92",2007,"October","AN",31,"cm","Unknown","Gear is HnL",0,1
"93",2007,"October","AN",29,"cm","Unknown","Gear is HnL",0,1
"94",2007,"September","AN",33,"cm","Unknown","Gear is HnL",1,1
"95",2007,"September","AN",31,"cm","Unknown","Gear is HnL",1,1
"96",2007,"September","AN",29,"cm","Unknown","Gear is HnL",1,1
"97",2007,"September","AN",34,"cm","Unknown","Gear is HnL",1,1
"98",2007,"September","AN",34,"cm","Unknown","Gear is HnL",1,1
"99",2007,"September","AN",30,"cm","Unknown","Gear is HnL",1,1
"100",2007,"September","AN",34,"cm","Unknown","Gear is HnL",1,1
"101",2007,"September","AN",33,"cm","Unknown","Gear is HnL",1,1
"102",2007,"September","AN",35,"cm","Unknown","Gear is HnL",1,1
"103",2007,"September","AN",31,"cm","Unknown","Gear is HnL",1,1
"104",2007,"September","AN",32,"cm","Unknown","Gear is HnL",1,1
"105",2009,"August","AN",27,"cm","Unknown","Gear is HnL",0,1
"106",2009,"August","AN",35,"cm","Unknown","Gear is HnL",0,1
"107",2009,"August","AN",25,"cm","Unknown","Gear is HnL",0,1
"108",2009,"August","AN",36,"cm","Unknown","Gear is HnL",0,1
"109",2009,"August","AN",25,"cm","Unknown","Gear is HnL",0,1
"110",2009,"August","AN",32,"cm","Unknown","Gear is HnL",0,1
"111",2009,"August","AN",35,"cm","Unknown","Gear is HnL",0,1
"112",2009,"August","AN",34,"cm","Unknown","Gear is HnL",0,1
"113",2009,"August","AN",36,"cm","Unknown","Gear is HnL",0,1
"114",2009,"August","AN",36,"cm","Unknown","Gear is HnL",0,1
"115",2009,"August","AN",31,"cm","Unknown","Gear is HnL",0,1
"116",2009,"August","AN",33,"cm","Unknown","Gear is HnL",0,1
"117",2009,"August","AN",35,"cm","Unknown","Gear is HnL",0,1
"118",2009,"August","AN",30,"cm","Unknown","Gear is HnL",0,1
"119",2009,"August","AN",26,"cm","Unknown","Gear is HnL",0,1
"120",2009,"August","AN",25,"cm","Unknown","Gear is HnL",0,1
"121",2009,"August","AN",24,"cm","Unknown","Gear is HnL",0,1
"122",2011,"August","AN",29,"cm","Unknown","Gear is HnL",1,1
"123",2011,"August","AN",39,"cm","Unknown","Gear is HnL",1,1
"124",2011,"August","AN",31,"cm","Unknown","Gear is HnL",1,1
"125",2011,"August","AN",30,"cm","Unknown","Gear is HnL",1,1
"126",2011,"August","AN",34,"cm","Unknown","Gear is HnL",1,1
"127",2011,"August","AN",30,"cm","Unknown","Gear is HnL",1,1
"128",2011,"August","AN",30,"cm","Unknown","Gear is HnL",1,1
"129",2011,"August","AN",23,"cm","Unknown","Gear is HnL",1,1
"130",2011,"August","AN",25,"cm","Unknown","Gear is HnL",1,1
"131",2011,"August","AN",38,"cm","Unknown","Gear is HnL",1,1
"132",2011,"August","AN",25,"cm","Unknown","Gear is HnL",1,1
"133",2011,"August","AN",25,"cm","Unknown","Gear is HnL",1,1
"134",2011,"August","AN",34,"cm","Unknown","Gear is HnL",1,1
"135",2011,"August","AN",31,"cm","Unknown","Gear is HnL",1,1
"136",2011,"August","AN",31,"cm","Unknown","Gear is HnL",1,1
"137",2011,"August","AN",31,"cm","Unknown","Gear is HnL",1,1
"138",2011,"August","AN",33,"cm","Unknown","Gear is HnL",1,1
"139",2011,"August","AN",30,"cm","Unknown","Gear is HnL",1,1
"140",2011,"August","AN",34,"cm","Unknown","Gear is HnL",1,1
"141",2011,"August","AN",25,"cm","Unknown","Gear is HnL",1,1
"142",2011,"August","AN",31,"cm","Unknown","Gear is HnL",1,1
"143",2011,"August","AN",32,"cm","Unknown","Gear is HnL",1,1
"144",2011,"August","AN",33,"cm","Unknown","Gear is HnL",1,1
"145",2007,"October","AN",31,"cm","Unknown","Gear is HnL",0,1
"146",2007,"October","AN",28,"cm","Unknown","Gear is HnL",0,1
"147",2007,"October","AN",30,"cm","Unknown","Gear is HnL",0,1
"148",2007,"October","AN",28,"cm","Unknown","Gear is HnL",0,1
"149",2007,"October","AN",31,"cm","Unknown","Gear is HnL",0,1
"150",2007,"October","AN",32,"cm","Unknown","Gear is HnL",0,1
"151",2008,"July","AN",38,"cm","Unknown","Gear is HnL",1,1
"152",2008,"July","AN",36,"cm","Unknown","Gear is HnL",1,1
"153",2008,"July","AN",30,"cm","Unknown","Gear is HnL",1,1
"154",2008,"July","AN",31,"cm","Unknown","Gear is HnL",1,1
"155",2008,"July","AN",34,"cm","Unknown","Gear is HnL",1,1
"156",2008,"July","AN",30,"cm","Unknown","Gear is HnL",1,1
"157",2008,"July","AN",37,"cm","Unknown","Gear is HnL",1,1
"158",2008,"July","AN",35,"cm","Unknown","Gear is HnL",1,1
"159",2008,"July","AN",28,"cm","Unknown","Gear is HnL",1,1
"160",2008,"July","AN",31,"cm","Unknown","Gear is HnL",1,1
"161",2008,"July","AN",37,"cm","Unknown","Gear is HnL",1,1
"162",2008,"July","AN",36,"cm","Unknown","Gear is HnL",1,1
"163",2008,"July","AN",33,"cm","Unknown","Gear is HnL",1,1
"164",2008,"July","AN",35,"cm","Unknown","Gear is HnL",1,1
"165",2008,"July","AN",38,"cm","Unknown","Gear is HnL",1,1
"166",2008,"September","AN",31,"cm","Unknown","Gear is HnL",1,1
"167",2007,"September","AN",33,"cm","Unknown","Gear is HnL",0,1
"168",2007,"September","AN",29,"cm","Unknown","Gear is HnL",0,1
"169",2007,"September","AN",30,"cm","Unknown","Gear is HnL",0,1
"170",2007,"September","AN",29,"cm","Unknown","Gear is HnL",0,1
"171",2007,"September","AN",21,"cm","Unknown","Gear is HnL",0,1
"172",2007,"September","AN",29,"cm","Unknown","Gear is HnL",0,1
"173",2007,"September","AN",31,"cm","Unknown","Gear is HnL",0,1
"174",2007,"September","AN",32,"cm","Unknown","Gear is HnL",0,1
"175",2007,"September","AN",30,"cm","Unknown","Gear is HnL",0,1
"176",2007,"September","AN",29,"cm","Unknown","Gear is HnL",0,1
"177",2007,"October","AN",29,"cm","Unknown","Gear is HnL",0,1
"178",2007,"September","AN",28,"cm","Unknown","Gear is HnL",0,1
"179",2007,"September","AN",25,"cm","Unknown","Gear is HnL",0,1
"180",2007,"September","AN",25,"cm","Unknown","Gear is HnL",0,1
"181",2009,"August","AN",34,"cm","Unknown","Gear is HnL",0,1
"182",2009,"August","AN",25,"cm","Unknown","Gear is HnL",0,1
"183",2009,"August","AN",31,"cm","Unknown","Gear is HnL",0,1
"184",2009,"August","AN",33,"cm","Unknown","Gear is HnL",0,1
"185",2009,"August","AN",35,"cm","Unknown","Gear is HnL",0,1
"186",2009,"August","AN",33,"cm","Unknown","Gear is HnL",0,1
"187",2009,"August","AN",32,"cm","Unknown","Gear is HnL",0,1
"188",2009,"August","AN",37,"cm","Unknown","Gear is HnL",0,1
"189",2009,"August","AN",33,"cm","Unknown","Gear is HnL",0,1
"190",2009,"August","AN",42,"cm","Unknown","Gear is HnL",0,1
"191",2009,"August","AN",24,"cm","Unknown","Gear is HnL",0,1
"192",2009,"August","AN",30,"cm","Unknown","Gear is HnL",0,1
"193",2009,"August","AN",33,"cm","Unknown","Gear is HnL",0,1
"194",2009,"August","AN",32,"cm","Unknown","Gear is HnL",0,1
"195",2009,"August","AN",24,"cm","Unknown","Gear is HnL",0,1
"196",2009,"August","AN",24,"cm","Unknown","Gear is HnL",0,1
"197",2009,"August","AN",32,"cm","Unknown","Gear is HnL",0,1
"198",2009,"August","AN",25,"cm","Unknown","Gear is HnL",0,1
"199",2009,"August","AN",25,"cm","Unknown","Gear is HnL",0,1
"200",2009,"August","AN",33,"cm","Unknown","Gear is HnL",0,1
"201",2009,"August","AN",24,"cm","Unknown","Gear is HnL",0,1
"202",2009,"August","AN",16,"cm","Unknown","Gear is HnL",0,1
"203",2009,"August","AN",33,"cm","Unknown","Gear is HnL",0,1
"204",2009,"August","AN",34,"cm","Unknown","Gear is HnL",0,1
"205",2009,"August","AN",26,"cm","Unknown","Gear is HnL",0,1
"206",2009,"August","AN",25,"cm","Unknown","Gear is HnL",0,1
"207",2009,"August","AN",33,"cm","Unknown","Gear is HnL",0,1
"208",2009,"August","AN",25,"cm","Unknown","Gear is HnL",0,1
"209",2009,"August","AN",36,"cm","Unknown","Gear is HnL",0,1
"210",2009,"August","AN",32,"cm","Unknown","Gear is HnL",0,1
"211",2009,"August","AN",38,"cm","Unknown","Gear is HnL",0,1
"212",2009,"August","AN",16,"cm","Unknown","Gear is HnL",0,1
"213",2009,"August","AN",32,"cm","Unknown","Gear is HnL",0,1
"214",2009,"August","AN",41,"cm","Unknown","Gear is HnL",0,1
"215",2011,"September","AN",27,"cm","Unknown","Gear is HnL",0,1
"216",2011,"September","AN",29,"cm","Unknown","Gear is HnL",0,1
"217",2011,"September","AN",25,"cm","Unknown","Gear is HnL",0,1
"218",2011,"September","AN",28,"cm","Unknown","Gear is HnL",0,1
"219",2011,"September","AN",28,"cm","Unknown","Gear is HnL",0,1
"220",2011,"September","AN",26,"cm","Unknown","Gear is HnL",0,1
"221",2011,"September","AN",28,"cm","Unknown","Gear is HnL",0,1
"222",2011,"September","AN",22,"cm","Unknown","Gear is HnL",0,1
"223",2011,"September","AN",29,"cm","Unknown","Gear is HnL",0,1
"224",2011,"September","AN",27,"cm","Unknown","Gear is HnL",0,1
"225",2011,"September","AN",21,"cm","Unknown","Gear is HnL",0,1
"226",2011,"September","AN",29,"cm","Unknown","Gear is HnL",0,1
"227",2011,"September","AN",30,"cm","Unknown","Gear is HnL",0,1
"228",2011,"September","AN",26,"cm","Unknown","Gear is HnL",0,1
"229",2011,"September","AN",27,"cm","Unknown","Gear is HnL",0,1
"230",2011,"September","AN",28,"cm","Unknown","Gear is HnL",0,1
"231",2011,"September","AN",27,"cm","Unknown","Gear is HnL",0,1
"232",2011,"September","AN",27,"cm","Unknown","Gear is HnL",0,1
"233",2011,"September","AN",28,"cm","Unknown","Gear is HnL",0,1
"234",2011,"September","AN",30,"cm","Unknown","Gear is HnL",0,1
"235",2011,"September","AN",29,"cm","Unknown","Gear is HnL",0,1
"236",2011,"September","AN",25,"cm","Unknown","Gear is HnL",0,1
"237",2011,"September","AN",27,"cm","Unknown","Gear is HnL",0,1
"238",2011,"September","AN",27,"cm","Unknown","Gear is HnL",0,1
"239",2011,"September","AN",28,"cm","Unknown","Gear is HnL",0,1
"240",2011,"September","AN",27,"cm","Unknown","Gear is HnL",0,1
"241",2011,"September","AN",27,"cm","Unknown","Gear is HnL",0,1
"242",2011,"September","AN",27,"cm","Unknown","Gear is HnL",0,1
"243",2011,"September","AN",28,"cm","Unknown","Gear is HnL",0,1
"244",2011,"September","AN",24,"cm","Unknown","Gear is HnL",0,1
"245",2011,"September","AN",28,"cm","Unknown","Gear is HnL",0,1
"246",2011,"September","AN",27,"cm","Unknown","Gear is HnL",0,1
"247",2011,"September","AN",28,"cm","Unknown","Gear is HnL",0,1
"248",2011,"September","AN",28,"cm","Unknown","Gear is HnL",0,1
"249",2011,"September","AN",29,"cm","Unknown","Gear is HnL",0,1
"250",2011,"September","AN",20,"cm","Unknown","Gear is HnL",0,1
"251",2011,"September","AN",28,"cm","Unknown","Gear is HnL",0,1
"252",2011,"September","AN",27,"cm","Unknown","Gear is HnL",0,1
"253",2011,"September","AN",27,"cm","Unknown","Gear is HnL",0,1
"254",2011,"September","AN",28,"cm","Unknown","Gear is HnL",0,1
"255",2011,"September","AN",27,"cm","Unknown","Gear is HnL",0,1
"256",2011,"September","AN",28,"cm","Unknown","Gear is HnL",0,1
"257",2011,"September","AN",29,"cm","Unknown","Gear is HnL",0,1
"258",2011,"September","AN",26,"cm","Unknown","Gear is HnL",0,1
"259",2011,"August","AN",24,"cm","Unknown","Gear is HnL",1,1
"260",2011,"August","AN",37,"cm","Unknown","Gear is HnL",1,1
"261",2011,"August","AN",31,"cm","Unknown","Gear is HnL",1,1
"262",2011,"August","AN",26,"cm","Unknown","Gear is HnL",1,1
"263",2011,"August","AN",29,"cm","Unknown","Gear is HnL",1,1
"264",2011,"August","AN",34,"cm","Unknown","Gear is HnL",1,1
"265",2011,"August","AN",35,"cm","Unknown","Gear is HnL",1,1
"266",2011,"August","AN",30,"cm","Unknown","Gear is HnL",1,1
"267",2011,"August","AN",24,"cm","Unknown","Gear is HnL",1,1
"268",2007,"October","AN",36,"cm","Unknown","Gear is HnL",0,1
"269",2007,"October","AN",35,"cm","Unknown","Gear is HnL",0,1
"270",2007,"October","AN",30,"cm","Unknown","Gear is HnL",0,1
"271",2007,"October","AN",35,"cm","Unknown","Gear is HnL",0,1
"272",2007,"October","AN",32,"cm","Unknown","Gear is HnL",0,1
"273",2007,"October","AN",34,"cm","Unknown","Gear is HnL",0,1
"274",2007,"October","AN",30,"cm","Unknown","Gear is HnL",0,1
"275",2007,"October","AN",38,"cm","Unknown","Gear is HnL",0,1
"276",2007,"October","AN",34,"cm","Unknown","Gear is HnL",0,1
"277",2007,"October","AN",23,"cm","Unknown","Gear is HnL",0,1
"278",2007,"October","AN",38,"cm","Unknown","Gear is HnL",0,1
"279",2007,"October","AN",30,"cm","Unknown","Gear is HnL",0,1
"280",2007,"October","AN",35,"cm","Unknown","Gear is HnL",0,1
"281",2007,"October","AN",27,"cm","Unknown","Gear is HnL",0,1
"282",2007,"October","AN",31,"cm","Unknown","Gear is HnL",0,1
"283",2007,"October","AN",25,"cm","Unknown","Gear is HnL",0,1
"284",2007,"October","AN",31,"cm","Unknown","Gear is HnL",0,1
"285",2007,"October","AN",32,"cm","Unknown","Gear is HnL",0,1
"286",2007,"October","AN",29,"cm","Unknown","Gear is HnL",0,1
"287",2007,"October","AN",33,"cm","Unknown","Gear is HnL",0,1
"288",2007,"October","AN",30,"cm","Unknown","Gear is HnL",0,1
"289",2007,"October","AN",34,"cm","Unknown","Gear is HnL",0,1
"290",2007,"October","AN",28,"cm","Unknown","Gear is HnL",0,1
"291",2007,"October","AN",27,"cm","Unknown","Gear is HnL",0,1
"292",2007,"October","AN",30,"cm","Unknown","Gear is HnL",0,1
"293",2007,"October","AN",37,"cm","Unknown","Gear is HnL",0,1
"294",2007,"October","AN",35,"cm","Unknown","Gear is HnL",0,1
"295",2007,"October","AN",35,"cm","Unknown","Gear is HnL",0,1
"296",2007,"October","AN",31,"cm","Unknown","Gear is HnL",0,1
"297",2007,"October","AN",31,"cm","Unknown","Gear is HnL",0,1
"298",2007,"October","AN",24,"cm","Unknown","Gear is HnL",0,1
"299",2007,"October","AN",30,"cm","Unknown","Gear is HnL",0,1
"300",2007,"October","AN",33,"cm","Unknown","Gear is HnL",0,1
"301",2007,"October","AN",31,"cm","Unknown","Gear is HnL",0,1
"302",2007,"October","AN",32,"cm","Unknown","Gear is HnL",0,1
"303",2007,"October","AN",31,"cm","Unknown","Gear is HnL",0,1
"304",2007,"October","AN",37,"cm","Unknown","Gear is HnL",0,1
"305",2007,"October","AN",38,"cm","Unknown","Gear is HnL",0,1
"306",2007,"October","AN",39,"cm","Unknown","Gear is HnL",0,1
"307",2007,"October","AN",30,"cm","Unknown","Gear is HnL",0,1
"308",2007,"October","AN",32,"cm","Unknown","Gear is HnL",0,1
"309",2007,"October","AN",33,"cm","Unknown","Gear is HnL",0,1
"310",2007,"October","AN",33,"cm","Unknown","Gear is HnL",0,1
"311",2007,"October","AN",29,"cm","Unknown","Gear is HnL",0,1
"312",2007,"October","AN",32,"cm","Unknown","Gear is HnL",0,1
"313",2007,"October","AN",30,"cm","Unknown","Gear is HnL",0,1
"314",2007,"October","AN",33,"cm","Unknown","Gear is HnL",0,1
"315",2007,"October","AN",25,"cm","Unknown","Gear is HnL",0,1
"316",2007,"September","AN",33,"cm","Unknown","Gear is HnL",0,1
"317",2007,"September","AN",35,"cm","Unknown","Gear is HnL",0,1
"318",2007,"September","AN",34,"cm","Unknown","Gear is HnL",0,1
"319",2007,"September","AN",26,"cm","Unknown","Gear is HnL",0,1
"320",2007,"September","AN",33,"cm","Unknown","Gear is HnL",0,1
"321",2007,"September","AN",33,"cm","Unknown","Gear is HnL",0,1
"322",2007,"September","AN",29,"cm","Unknown","Gear is HnL",0,1
"323",2007,"September","AN",30,"cm","Unknown","Gear is HnL",0,1
"324",2007,"September","AN",32,"cm","Unknown","Gear is HnL",0,1
"325",2007,"September","AN",26,"cm","Unknown","Gear is HnL",0,1
"326",2007,"September","AN",34,"cm","Unknown","Gear is HnL",0,1
"327",2007,"September","AN",30,"cm","Unknown","Gear is HnL",0,1
"328",2007,"September","AN",32,"cm","Unknown","Gear is HnL",0,1
"329",2007,"September","AN",36,"cm","Unknown","Gear is HnL",0,1
"330",2007,"September","AN",37,"cm","Unknown","Gear is HnL",0,1
"331",2007,"September","AN",28,"cm","Unknown","Gear is HnL",0,1
"332",2007,"September","AN",34,"cm","Unknown","Gear is HnL",0,1
"333",2007,"September","AN",28,"cm","Unknown","Gear is HnL",0,1
"334",2007,"September","AN",28,"cm","Unknown","Gear is HnL",0,1
"335",2007,"September","AN",31,"cm","Unknown","Gear is HnL",0,1
"336",2007,"September","AN",29,"cm","Unknown","Gear is HnL",0,1
"337",2007,"September","AN",32,"cm","Unknown","Gear is HnL",0,1
"338",2009,"August","AN",36,"cm","Unknown","Gear is HnL",0,1
"339",2009,"August","AN",34,"cm","Unknown","Gear is HnL",0,1
"340",2009,"August","AN",36,"cm","Unknown","Gear is HnL",0,1
"341",2009,"August","AN",33,"cm","Unknown","Gear is HnL",0,1
"342",2009,"August","AN",31,"cm","Unknown","Gear is HnL",0,1
"343",2009,"August","AN",35,"cm","Unknown","Gear is HnL",0,1
"344",2009,"August","AN",34,"cm","Unknown","Gear is HnL",0,1
"345",2009,"August","AN",34,"cm","Unknown","Gear is HnL",0,1
"346",2009,"August","AN",39,"cm","Unknown","Gear is HnL",0,1
"347",2009,"August","AN",39,"cm","Unknown","Gear is HnL",0,1
"348",2007,"September","AN",31,"cm","Unknown","Gear is HnL",0,1
"349",2007,"September","AN",29,"cm","Unknown","Gear is HnL",0,1
"350",2007,"September","AN",32,"cm","Unknown","Gear is HnL",0,1
"351",2007,"September","AN",31,"cm","Unknown","Gear is HnL",0,1
"352",2007,"September","AN",30,"cm","Unknown","Gear is HnL",0,1
"353",2007,"September","AN",33,"cm","Unknown","Gear is HnL",0,1
"354",2007,"September","AN",33,"cm","Unknown","Gear is HnL",0,1
"355",2007,"September","AN",31,"cm","Unknown","Gear is HnL",0,1
"356",2007,"September","AN",29,"cm","Unknown","Gear is HnL",0,1
"357",2007,"September","AN",22,"cm","Unknown","Gear is HnL",0,1
"358",2007,"September","AN",35,"cm","Unknown","Gear is HnL",0,1
"359",2007,"September","AN",37,"cm","Unknown","Gear is HnL",0,1
"360",2007,"September","AN",28,"cm","Unknown","Gear is HnL",0,1
"361",2007,"October","AN",32,"cm","Unknown","Gear is HnL",0,1
"362",2007,"October","AN",29,"cm","Unknown","Gear is HnL",0,1
"363",2007,"October","AN",33,"cm","Unknown","Gear is HnL",0,1
"364",2007,"October","AN",38,"cm","Unknown","Gear is HnL",0,1
"365",2007,"October","AN",31,"cm","Unknown","Gear is HnL",0,1
"366",2007,"October","AN",27,"cm","Unknown","Gear is HnL",0,1
"367",2007,"October","AN",33,"cm","Unknown","Gear is HnL",0,1
"368",2007,"October","AN",32,"cm","Unknown","Gear is HnL",0,1
"369",2007,"October","AN",30,"cm","Unknown","Gear is HnL",0,1
"370",2007,"October","AN",32,"cm","Unknown","Gear is HnL",0,1
"371",2007,"October","AN",33,"cm","Unknown","Gear is HnL",0,1
"372",2010,"August","AN",23,"cm","Unknown","Gear is HnL",0,1
"373",2010,"August","AN",29,"cm","Unknown","Gear is HnL",0,1
"374",2010,"August","AN",19,"cm","Unknown","Gear is HnL",0,1
"375",2010,"August","AN",21,"cm","Unknown","Gear is HnL",0,1
"376",2010,"August","AN",22,"cm","Unknown","Gear is HnL",0,1
"377",2010,"August","AN",22,"cm","Unknown","Gear is HnL",0,1
"378",2010,"August","AN",21,"cm","Unknown","Gear is HnL",0,1
"379",2010,"August","AN",19,"cm","Unknown","Gear is HnL",0,1
"380",2010,"August","AN",23,"cm","Unknown","Gear is HnL",0,1
"381",2010,"August","AN",29,"cm","Unknown","Gear is HnL",0,1
"382",2010,"August","AN",22,"cm","Unknown","Gear is HnL",0,1
"383",2010,"August","AN",34,"cm","Unknown","Gear is HnL",0,1
"384",2010,"August","AN",22,"cm","Unknown","Gear is HnL",0,1
"385",2010,"August","AN",22,"cm","Unknown","Gear is HnL",0,1
"386",2010,"August","AN",21,"cm","Unknown","Gear is HnL",0,1
"387",2010,"August","AN",21,"cm","Unknown","Gear is HnL",0,1
"388",2010,"August","AN",29,"cm","Unknown","Gear is HnL",0,1
"389",2010,"August","AN",27,"cm","Unknown","Gear is HnL",0,1
"390",2010,"August","AN",21,"cm","Unknown","Gear is HnL",0,1
"391",2010,"August","AN",20,"cm","Unknown","Gear is HnL",0,1
"392",2010,"August","AN",23,"cm","Unknown","Gear is HnL",0,1
"393",2007,"September","AN",37,"cm","Unknown","Gear is HnL",1,1
"394",2007,"September","AN",33,"cm","Unknown","Gear is HnL",1,1
"395",2007,"September","AN",31,"cm","Unknown","Gear is HnL",1,1
"396",2007,"September","AN",33,"cm","Unknown","Gear is HnL",1,1
"397",2007,"September","AN",27,"cm","Unknown","Gear is HnL",1,1
