"","Year","Month","Site","Length","LengthType","Sex","Special","MPA","FisheryDependent"
"151",2008,"August","BL",25,"cm","Unknown","Gear is HnL",1,1
"152",2008,"August","BL",33,"cm","Unknown","Gear is HnL",1,1
"153",2008,"August","BL",27,"cm","Unknown","Gear is HnL",1,1
"154",2008,"August","BL",37,"cm","Unknown","Gear is HnL",1,1
"155",2008,"August","BL",32,"cm","Unknown","Gear is HnL",1,1
"156",2008,"August","BL",26,"cm","Unknown","Gear is HnL",1,1
"157",2008,"August","BL",35,"cm","Unknown","Gear is HnL",1,1
"158",2008,"August","BL",21,"cm","Unknown","Gear is HnL",1,1
"159",2008,"August","BL",33,"cm","Unknown","Gear is HnL",1,1
"160",2008,"August","BL",28,"cm","Unknown","Gear is HnL",1,1
"161",2008,"August","BL",24,"cm","Unknown","Gear is HnL",1,1
"162",2008,"August","BL",32,"cm","Unknown","Gear is HnL",1,1
"163",2008,"August","BL",32,"cm","Unknown","Gear is HnL",1,1
"164",2008,"August","BL",32,"cm","Unknown","Gear is HnL",1,1
"165",2008,"August","BL",24,"cm","Unknown","Gear is HnL",1,1
"166",2008,"August","BL",30,"cm","Unknown","Gear is HnL",1,1
"167",2008,"August","BL",30,"cm","Unknown","Gear is HnL",1,1
"168",2008,"August","BL",24,"cm","Unknown","Gear is HnL",1,1
"169",2008,"August","BL",23,"cm","Unknown","Gear is HnL",1,1
"170",2008,"August","BL",27,"cm","Unknown","Gear is HnL",1,1
"171",2008,"August","BL",25,"cm","Unknown","Gear is HnL",1,1
"172",2008,"August","BL",23,"cm","Unknown","Gear is HnL",1,1
"173",2008,"August","BL",31,"cm","Unknown","Gear is HnL",1,1
"174",2008,"August","BL",23,"cm","Unknown","Gear is HnL",1,1
"175",2008,"August","BL",23,"cm","Unknown","Gear is HnL",1,1
"176",2008,"August","BL",23,"cm","Unknown","Gear is HnL",1,1
"177",2008,"August","BL",27,"cm","Unknown","Gear is HnL",1,1
"178",2008,"August","BL",32,"cm","Unknown","Gear is HnL",1,1
"179",2008,"August","BL",30,"cm","Unknown","Gear is HnL",1,1
"180",2008,"August","BL",25,"cm","Unknown","Gear is HnL",1,1
"181",2008,"August","BL",22,"cm","Unknown","Gear is HnL",1,1
"182",2008,"August","BL",25,"cm","Unknown","Gear is HnL",1,1
"183",2008,"August","BL",23,"cm","Unknown","Gear is HnL",1,1
"184",2008,"August","BL",27,"cm","Unknown","Gear is HnL",1,1
"185",2008,"August","BL",25,"cm","Unknown","Gear is HnL",1,1
"186",2008,"August","BL",28,"cm","Unknown","Gear is HnL",1,1
"187",2008,"August","BL",28,"cm","Unknown","Gear is HnL",1,1
"188",2008,"August","BL",26,"cm","Unknown","Gear is HnL",1,1
"189",2008,"August","BL",23,"cm","Unknown","Gear is HnL",1,1
"190",2008,"August","BL",24,"cm","Unknown","Gear is HnL",1,1
"191",2008,"August","BL",25,"cm","Unknown","Gear is HnL",1,1
"192",2008,"August","BL",23,"cm","Unknown","Gear is HnL",1,1
"193",2008,"August","BL",23,"cm","Unknown","Gear is HnL",1,1
"194",2008,"August","BL",25,"cm","Unknown","Gear is HnL",1,1
"195",2008,"August","BL",26,"cm","Unknown","Gear is HnL",1,1
"196",2008,"August","BL",24,"cm","Unknown","Gear is HnL",1,1
"197",2008,"August","BL",22,"cm","Unknown","Gear is HnL",1,1
"198",2008,"August","BL",36,"cm","Unknown","Gear is HnL",1,1
"199",2008,"August","BL",25,"cm","Unknown","Gear is HnL",1,1
"200",2008,"August","BL",24,"cm","Unknown","Gear is HnL",1,1
"201",2008,"August","BL",25,"cm","Unknown","Gear is HnL",1,1
"202",2012,"August","BL",31,"cm","Unknown","Gear is HnL",1,1
"203",2012,"August","BL",32,"cm","Unknown","Gear is HnL",1,1
"204",2012,"August","BL",26,"cm","Unknown","Gear is HnL",1,1
"205",2012,"August","BL",25,"cm","Unknown","Gear is HnL",1,1
"206",2012,"August","BL",26,"cm","Unknown","Gear is HnL",1,1
"207",2012,"August","BL",30,"cm","Unknown","Gear is HnL",1,1
"208",2008,"September","BL",19,"cm","Unknown","Gear is HnL",1,1
"209",2008,"September","BL",20,"cm","Unknown","Gear is HnL",1,1
"210",2008,"September","BL",23,"cm","Unknown","Gear is HnL",1,1
"211",2008,"September","BL",20,"cm","Unknown","Gear is HnL",1,1
"212",2008,"September","BL",34,"cm","Unknown","Gear is HnL",1,1
"213",2008,"September","BL",21,"cm","Unknown","Gear is HnL",1,1
"214",2008,"September","BL",21,"cm","Unknown","Gear is HnL",1,1
"215",2008,"September","BL",20,"cm","Unknown","Gear is HnL",1,1
"216",2008,"September","BL",21,"cm","Unknown","Gear is HnL",1,1
"217",2008,"September","BL",21,"cm","Unknown","Gear is HnL",1,1
"218",2008,"September","BL",21,"cm","Unknown","Gear is HnL",1,1
"219",2008,"September","BL",20,"cm","Unknown","Gear is HnL",1,1
"220",2008,"September","BL",21,"cm","Unknown","Gear is HnL",1,1
"221",2008,"September","BL",20,"cm","Unknown","Gear is HnL",1,1
"222",2008,"September","BL",20,"cm","Unknown","Gear is HnL",1,1
"223",2008,"September","BL",20,"cm","Unknown","Gear is HnL",1,1
"224",2008,"September","BL",18,"cm","Unknown","Gear is HnL",1,1
"225",2013,"July","BL",34,"cm","Unknown","Gear is HnL",0,1
"226",2013,"September","BL",27,"cm","Unknown","Gear is HnL",1,1
"227",2013,"September","BL",29,"cm","Unknown","Gear is HnL",1,1
"228",2013,"September","BL",22,"cm","Unknown","Gear is HnL",1,1
"229",2013,"September","BL",31,"cm","Unknown","Gear is HnL",1,1
"230",2013,"September","BL",35,"cm","Unknown","Gear is HnL",1,1
"231",2013,"September","BL",30,"cm","Unknown","Gear is HnL",1,1
"232",2013,"September","BL",25,"cm","Unknown","Gear is HnL",1,1
"233",2013,"September","BL",33,"cm","Unknown","Gear is HnL",1,1
"234",2013,"September","BL",34,"cm","Unknown","Gear is HnL",1,1
"235",2013,"September","BL",27,"cm","Unknown","Gear is HnL",1,1
"236",2013,"September","BL",34,"cm","Unknown","Gear is HnL",1,1
"237",2013,"September","BL",33,"cm","Unknown","Gear is HnL",1,1
"238",2013,"September","BL",34,"cm","Unknown","Gear is HnL",1,1
"239",2013,"September","BL",23,"cm","Unknown","Gear is HnL",1,1
"240",2013,"September","BL",21,"cm","Unknown","Gear is HnL",1,1
"241",2013,"September","BL",22,"cm","Unknown","Gear is HnL",1,1
"242",2013,"September","BL",33,"cm","Unknown","Gear is HnL",1,1
"243",2013,"September","BL",34,"cm","Unknown","Gear is HnL",1,1
"244",2013,"September","BL",28,"cm","Unknown","Gear is HnL",1,1
"245",2013,"September","BL",34,"cm","Unknown","Gear is HnL",1,1
"246",2013,"September","BL",21,"cm","Unknown","Gear is HnL",1,1
"247",2013,"September","BL",21,"cm","Unknown","Gear is HnL",1,1
"248",2013,"September","BL",32,"cm","Unknown","Gear is HnL",1,1
"249",2013,"September","BL",33,"cm","Unknown","Gear is HnL",1,1
"250",2013,"September","BL",33,"cm","Unknown","Gear is HnL",1,1
"251",2009,"August","BL",34,"cm","Unknown","Gear is HnL",1,1
"252",2009,"August","BL",32,"cm","Unknown","Gear is HnL",1,1
"253",2009,"August","BL",24,"cm","Unknown","Gear is HnL",1,1
"254",2009,"August","BL",38,"cm","Unknown","Gear is HnL",1,1
"255",2009,"August","BL",35,"cm","Unknown","Gear is HnL",1,1
"256",2009,"August","BL",34,"cm","Unknown","Gear is HnL",1,1
"257",2013,"September","BL",15,"cm","Unknown","Gear is HnL",1,1
"258",2013,"September","BL",29,"cm","Unknown","Gear is HnL",0,1
"259",2013,"September","BL",32,"cm","Unknown","Gear is HnL",0,1
"260",2013,"September","BL",30,"cm","Unknown","Gear is HnL",0,1
"261",2013,"September","BL",27,"cm","Unknown","Gear is HnL",0,1
"262",2013,"September","BL",31,"cm","Unknown","Gear is HnL",0,1
"263",2013,"September","BL",25,"cm","Unknown","Gear is HnL",0,1
"264",2013,"September","BL",25,"cm","Unknown","Gear is HnL",0,1
"265",2013,"September","BL",34,"cm","Unknown","Gear is HnL",0,1
"266",2013,"September","BL",29,"cm","Unknown","Gear is HnL",0,1
"267",2013,"September","BL",23,"cm","Unknown","Gear is HnL",0,1
"268",2013,"July","BL",38,"cm","Unknown","Gear is HnL",0,1
"269",2013,"July","BL",36,"cm","Unknown","Gear is HnL",0,1
"270",2013,"July","BL",36,"cm","Unknown","Gear is HnL",0,1
"271",2013,"July","BL",33,"cm","Unknown","Gear is HnL",0,1
"272",2013,"July","BL",23,"cm","Unknown","Gear is HnL",0,1
"273",2013,"July","BL",34,"cm","Unknown","Gear is HnL",0,1
"274",2013,"July","BL",25,"cm","Unknown","Gear is HnL",0,1
"275",2009,"August","BL",32,"cm","Unknown","Gear is HnL",0,1
"276",2009,"August","BL",31,"cm","Unknown","Gear is HnL",0,1
"277",2009,"August","BL",30,"cm","Unknown","Gear is HnL",0,1
"278",2009,"August","BL",34,"cm","Unknown","Gear is HnL",0,1
"279",2009,"August","BL",36,"cm","Unknown","Gear is HnL",0,1
"280",2013,"August","BL",22,"cm","Unknown","Gear is HnL",1,1
"281",2013,"August","BL",21,"cm","Unknown","Gear is HnL",1,1
"282",2013,"August","BL",27,"cm","Unknown","Gear is HnL",1,1
"283",2013,"August","BL",27,"cm","Unknown","Gear is HnL",1,1
"284",2013,"July","BL",37,"cm","Unknown","Gear is HnL",0,1
"285",2013,"July","BL",33,"cm","Unknown","Gear is HnL",0,1
"286",2013,"July","BL",31,"cm","Unknown","Gear is HnL",0,1
"287",2013,"July","BL",30,"cm","Unknown","Gear is HnL",0,1
"288",2013,"August","BL",20,"cm","Unknown","Gear is HnL",0,1
"289",2012,"July","BL",26,"cm","Unknown","Gear is HnL",0,1
"290",2012,"July","BL",30,"cm","Unknown","Gear is HnL",0,1
"291",2012,"July","BL",32,"cm","Unknown","Gear is HnL",0,1
"292",2012,"July","BL",41,"cm","Unknown","Gear is HnL",0,1
"293",2012,"July","BL",35,"cm","Unknown","Gear is HnL",0,1
"294",2012,"July","BL",28,"cm","Unknown","Gear is HnL",0,1
"295",2008,"August","BL",35,"cm","Unknown","Gear is HnL",1,1
"296",2008,"August","BL",22,"cm","Unknown","Gear is HnL",1,1
"297",2008,"August","BL",22,"cm","Unknown","Gear is HnL",1,1
"298",2008,"August","BL",23,"cm","Unknown","Gear is HnL",1,1
"299",2008,"August","BL",23,"cm","Unknown","Gear is HnL",1,1
"300",2008,"August","BL",33,"cm","Unknown","Gear is HnL",1,1
"301",2012,"July","BL",32,"cm","Unknown","Gear is HnL",1,1
"302",2012,"July","BL",33,"cm","Unknown","Gear is HnL",1,1
"303",2012,"July","BL",36,"cm","Unknown","Gear is HnL",1,1
"304",2012,"July","BL",25,"cm","Unknown","Gear is HnL",1,1
"305",2012,"July","BL",31,"cm","Unknown","Gear is HnL",1,1
"306",2012,"July","BL",31,"cm","Unknown","Gear is HnL",1,1
"307",2012,"July","BL",31,"cm","Unknown","Gear is HnL",1,1
"308",2012,"July","BL",30,"cm","Unknown","Gear is HnL",1,1
"309",2012,"July","BL",30,"cm","Unknown","Gear is HnL",1,1
"310",2010,"August","BL",36,"cm","Unknown","Gear is HnL",1,1
"311",2010,"August","BL",33,"cm","Unknown","Gear is HnL",1,1
"312",2010,"August","BL",28,"cm","Unknown","Gear is HnL",1,1
"313",2010,"August","BL",30,"cm","Unknown","Gear is HnL",1,1
"314",2011,"September","BL",30,"cm","Unknown","Gear is HnL",1,1
"315",2011,"September","BL",24,"cm","Unknown","Gear is HnL",1,1
"316",2011,"September","BL",19,"cm","Unknown","Gear is HnL",1,1
"317",2011,"September","BL",32,"cm","Unknown","Gear is HnL",1,1
"318",2011,"September","BL",35,"cm","Unknown","Gear is HnL",1,1
"319",2011,"September","BL",31,"cm","Unknown","Gear is HnL",1,1
"320",2011,"August","BL",33,"cm","Unknown","Gear is HnL",0,1
"321",2011,"August","BL",36,"cm","Unknown","Gear is HnL",0,1
"322",2013,"August","BL",19,"cm","Unknown","Gear is HnL",0,1
"323",2013,"August","BL",20,"cm","Unknown","Gear is HnL",0,1
"324",2013,"August","BL",33,"cm","Unknown","Gear is HnL",0,1
"325",2013,"August","BL",30,"cm","Unknown","Gear is HnL",0,1
"326",2013,"August","BL",29,"cm","Unknown","Gear is HnL",0,1
"327",2013,"August","BL",25,"cm","Unknown","Gear is HnL",0,1
"328",2013,"August","BL",26,"cm","Unknown","Gear is HnL",0,1
"329",2013,"August","BL",30,"cm","Unknown","Gear is HnL",0,1
"330",2013,"August","BL",28,"cm","Unknown","Gear is HnL",0,1
"331",2013,"August","BL",30,"cm","Unknown","Gear is HnL",0,1
"332",2013,"August","BL",22,"cm","Unknown","Gear is HnL",0,1
"333",2013,"August","BL",30,"cm","Unknown","Gear is HnL",0,1
"334",2013,"August","BL",22,"cm","Unknown","Gear is HnL",0,1
"335",2013,"August","BL",21,"cm","Unknown","Gear is HnL",0,1
"336",2013,"August","BL",35,"cm","Unknown","Gear is HnL",0,1
"337",2013,"August","BL",25,"cm","Unknown","Gear is HnL",0,1
"338",2013,"August","BL",20,"cm","Unknown","Gear is HnL",0,1
"339",2013,"August","BL",23,"cm","Unknown","Gear is HnL",0,1
"340",2013,"August","BL",19,"cm","Unknown","Gear is HnL",0,1
"341",2013,"August","BL",31,"cm","Unknown","Gear is HnL",0,1
"342",2013,"August","BL",27,"cm","Unknown","Gear is HnL",0,1
"343",2010,"July","BL",32,"cm","Unknown","Gear is HnL",1,1
"344",2010,"July","BL",32,"cm","Unknown","Gear is HnL",1,1
"345",2010,"July","BL",32,"cm","Unknown","Gear is HnL",1,1
"346",2010,"July","BL",28,"cm","Unknown","Gear is HnL",1,1
"347",2010,"July","BL",26,"cm","Unknown","Gear is HnL",1,1
"348",2010,"July","BL",30,"cm","Unknown","Gear is HnL",1,1
"349",2008,"September","BL",25,"cm","Unknown","Gear is HnL",1,1
"350",2008,"September","BL",30,"cm","Unknown","Gear is HnL",1,1
"351",2008,"August","BL",21,"cm","Unknown","Gear is HnL",1,1
"352",2008,"August","BL",21,"cm","Unknown","Gear is HnL",1,1
"353",2008,"August","BL",21,"cm","Unknown","Gear is HnL",1,1
"354",2008,"August","BL",25,"cm","Unknown","Gear is HnL",1,1
"355",2008,"August","BL",20,"cm","Unknown","Gear is HnL",1,1
"356",2008,"August","BL",21,"cm","Unknown","Gear is HnL",1,1
"357",2008,"August","BL",20,"cm","Unknown","Gear is HnL",1,1
"358",2008,"August","BL",18,"cm","Unknown","Gear is HnL",1,1
"359",2008,"August","BL",17,"cm","Unknown","Gear is HnL",1,1
"360",2008,"August","BL",20,"cm","Unknown","Gear is HnL",1,1
"361",2008,"August","BL",18,"cm","Unknown","Gear is HnL",1,1
"362",2008,"August","BL",20,"cm","Unknown","Gear is HnL",1,1
"363",2008,"August","BL",25,"cm","Unknown","Gear is HnL",1,1
"364",2008,"August","BL",21,"cm","Unknown","Gear is HnL",1,1
"365",2010,"July","BL",28,"cm","Unknown","Gear is HnL",0,1
"366",2008,"July","BL",29,"cm","Unknown","Gear is HnL",0,1
"367",2008,"July","BL",35,"cm","Unknown","Gear is HnL",0,1
"368",2008,"July","BL",33,"cm","Unknown","Gear is HnL",0,1
"369",2008,"July","BL",30,"cm","Unknown","Gear is HnL",0,1
"370",2008,"July","BL",32,"cm","Unknown","Gear is HnL",0,1
"371",2008,"July","BL",30,"cm","Unknown","Gear is HnL",0,1
"372",2008,"July","BL",27,"cm","Unknown","Gear is HnL",0,1
"373",2008,"July","BL",29,"cm","Unknown","Gear is HnL",0,1
"374",2008,"July","BL",29,"cm","Unknown","Gear is HnL",0,1
"375",2008,"July","BL",26,"cm","Unknown","Gear is HnL",0,1
"376",2008,"July","BL",30,"cm","Unknown","Gear is HnL",0,1
"377",2008,"July","BL",30,"cm","Unknown","Gear is HnL",0,1
"378",2008,"July","BL",31,"cm","Unknown","Gear is HnL",0,1
"379",2010,"July","BL",28,"cm","Unknown","Gear is HnL",0,1
"380",2010,"July","BL",23,"cm","Unknown","Gear is HnL",0,1
"381",2010,"July","BL",30,"cm","Unknown","Gear is HnL",0,1
"382",2010,"July","BL",36,"cm","Unknown","Gear is HnL",0,1
"383",2010,"July","BL",27,"cm","Unknown","Gear is HnL",0,1
"384",2010,"July","BL",28,"cm","Unknown","Gear is HnL",0,1
"385",2008,"August","BL",24,"cm","Unknown","Gear is HnL",0,1
"386",2008,"August","BL",34,"cm","Unknown","Gear is HnL",0,1
"387",2008,"August","BL",29,"cm","Unknown","Gear is HnL",0,1
"388",2008,"August","BL",21,"cm","Unknown","Gear is HnL",0,1
"389",2008,"August","BL",33,"cm","Unknown","Gear is HnL",0,1
"390",2008,"August","BL",35,"cm","Unknown","Gear is HnL",0,1
"391",2008,"August","BL",33,"cm","Unknown","Gear is HnL",0,1
"392",2008,"August","BL",28,"cm","Unknown","Gear is HnL",0,1
"393",2008,"August","BL",26,"cm","Unknown","Gear is HnL",0,1
"394",2008,"August","BL",32,"cm","Unknown","Gear is HnL",0,1
"395",2008,"August","BL",23,"cm","Unknown","Gear is HnL",0,1
"396",2008,"August","BL",30,"cm","Unknown","Gear is HnL",0,1
"397",2008,"August","BL",29,"cm","Unknown","Gear is HnL",0,1
